t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm,event
865,1008,186,96,-2520,-2940,24360,117.0,0
880,968,275,11,-2380,-2800,26320,117.0,0
890,1097,44,103,350,-1960,28000,114.0,0
905,1052,253,305,210,-3430,28700,114.0,0
920,1040,276,508,420,-8610,29960,114.0,0
930,1608,-72,259,-5460,-16450,28210,116.0,0
945,1215,191,-85,20090,-21000,30380,116.0,0
960,1310,-41,434,57540,-23240,32970,119.0,0
975,1094,128,-78,77000,-22470,33810,119.0,0
985,1006,126,250,95270,-19600,35630,124.0,0
1000,936,293,-73,113470,-14840,35070,129.0,0
1029,702,250,261,92120,-7840,24290,131.0,0
1044,572,90,177,78610,-9170,17430,132.0,0
1061,543,-10,323,59780,-13720,2940,135.0,0
1076,542,-44,103,61600,-17570,-10570,135.0,0
1086,541,-87,89,70000,-17220,-15890,132.0,0
1101,560,0,80,82110,-17360,-19460,129.0,0
1116,605,-195,12,122780,-12810,-20580,129.0,0
1126,642,-109,-144,143850,-10500,-21560,125.0,0
1141,855,-46,-133,164010,-7140,-18060,116.0,0
1156,1127,-12,-236,202020,1120,-15190,116.0,0
1166,1451,520,-700,221690,5810,-13020,110.0,0
1181,580,-1681,278,323540,27510,19600,110.0,0
1196,293,643,369,317940,39620,24990,113.0,0
1211,676,285,-475,310520,56560,39200,113.0,0
1221,1782,79,-602,257810,54810,21210,109.0,0
1236,301,136,-111,226590,70770,25340,111.0,0
1251,1747,860,-1563,16730,54460,-140,111.0,0
1261,1123,583,287,-87850,63210,7070,112.0,0
1276,952,-495,-621,-130690,80640,1680,115.0,0
1291,1485,585,-258,-161280,91210,-3430,115.0,0
1301,1256,191,-597,-180320,99890,-4340,122.0,0
1320,723,120,360,-244510,106750,-16730,125.0,0
1335,543,275,379,-350420,90930,-35280,131.0,0
1350,557,302,684,-402850,73500,-41930,131.0,0
1360,662,9,890,-425950,56770,-44100,134.0,0
1375,523,-350,1299,-355530,26810,-40740,135.0,0
1390,383,-320,1364,-306810,9520,-35070,135.0,0
1400,239,-551,1459,-281540,-12390,-41230,135.0,0
1415,353,-562,1150,-249410,-61460,-47670,128.0,0
1430,297,-792,610,-207060,-95830,-49560,128.0,0
1440,630,-1058,55,-111860,-103600,-57680,122.0,0
1455,449,-1360,62,-53410,-113050,-66430,117.0,0
1470,689,-1157,47,140910,-110180,-73010,117.0,0
1480,992,-1164,225,228130,-106260,-72240,115.0,0
1495,1608,-1222,-942,238840,-107170,-53970,109.0,0
1510,1364,1410,1,276500,-59500,-27510,109.0,0
1520,782,34,-1384,329910,-42700,-5880,112.0,0
1535,1166,-56,-833,395570,18480,19950,112.0,0
1550,1075,585,-1055,477890,47600,36750,112.0,0
1560,1310,-156,-1545,490840,69160,45990,112.0,0
1577,1341,1669,-1720,334250,87430,34930,108.0,0
1592,1757,1097,-1330,14210,64680,16100,113.0,0
1607,1073,-160,-333,-148470,85960,16030,113.0,0
1617,1185,192,-568,-192920,99610,4130,120.0,0
1632,946,705,112,-264740,114870,-13650,119.0,0
1647,860,77,32,-296310,120330,-20580,119.0,0
1657,758,73,311,-324590,120540,-27230,124.0,0
1672,772,-98,508,-354340,112280,-36190,131.0,0
1687,626,-172,547,-360990,103040,-39200,131.0,0
1697,570,-219,760,-361830,90790,-41510,136.0,0
1712,441,-416,1128,-345940,55300,-44940,141.0,0
1727,276,-254,1527,-328720,5110,-40180,141.0,0
1737,225,-500,1392,-303800,-21490,-40460,143.0,0
1752,216,-781,1337,-239750,-47810,-40810,136.0,0
1767,384,-1044,568,-157010,-91560,-39060,136.0,0
1777,506,-976,642,-114100,-110180,-41160,132.0,0
1792,329,-1410,150,-71610,-124390,-44240,129.0,0
1807,353,-1487,-378,19250,-138110,-54250,123.0,0
1822,847,-1305,-667,63280,-138250,-59080,123.0,0
1837,1477,-896,-1399,155190,-130200,-54740,119.0,0
1852,1745,-379,-1923,224280,-105280,-21910,114.0,0
1867,1887,1186,-1997,360990,-90370,3780,109.0,0
1882,689,1261,-989,379960,-32550,39200,109.0,0
1892,1557,1756,-1289,312970,-12250,29120,110.0,0
1907,1634,450,-283,230580,8890,29260,109.0,0
1922,1027,-560,-842,160510,50260,44240,109.0,0
1932,1663,1091,728,49840,72450,49980,114.0,0
1947,1067,1447,-471,19810,90790,40250,117.0,0
1962,984,601,261,-74830,111930,34440,117.0,0
1972,872,230,60,-112840,118020,26880,123.0,0
1987,782,18,214,-148120,125720,9310,124.0,0
2002,688,-130,584,-209650,123480,1050,124.0,0
2018,614,-144,996,-243670,108920,-10780,124.0,0
2033,128,-350,1455,-249690,90580,-16660,131.0,0
2048,112,-561,1970,-235830,39480,-22820,131.0,0
2063,36,-679,1836,-216510,9800,-18620,123.0,0
2078,255,-270,1557,-170590,-45570,-15330,123.0,0
2093,444,-663,871,-123620,-90580,-17150,124.0,0
2108,547,-839,332,-95620,-107730,-17290,118.0,0
2123,599,-809,527,-39900,-137410,-23310,115.0,0
2138,402,-1327,-70,-9590,-147490,-27020,115.0,0
2148,790,-1332,-335,29470,-150640,-34300,115.0,0
2163,1207,-1271,-1302,125580,-142240,-44660,109.0,0
2178,1577,562,-1143,171360,-134960,-52220,109.0,0
2188,1237,865,-1394,174090,-114940,-31430,110.0,0
2203,1046,-481,-1853,339920,-94500,-17010,113.0,0
2218,1160,780,-1554,436660,-57680,14840,113.0,0
2228,1209,1965,-1973,370650,-44030,26390,117.0,0
2243,1136,354,-157,361830,-21420,41440,120.0,0
2258,1253,884,-1145,320320,20020,59360,120.0,0
2268,1138,981,440,255570,41160,62720,122.0,0
2283,1065,-16,155,213570,55720,59710,122.0,0
2298,1521,-536,765,75810,90580,57610,122.0,0
2308,1610,306,-165,-37100,91280,48160,126.0,0
2323,1417,989,696,-74970,107520,37660,125.0,0
2338,805,216,295,-135240,107520,32550,125.0,0
2351,331,169,690,-186270,109270,17360,132.0,0
2366,724,47,899,-269360,91070,11480,131.0,0
2381,637,39,1069,-297290,61810,5880,137.0,0
2396,307,-257,1326,-312830,37170,-420,137.0,0
2406,155,-75,1343,-333410,4830,-10850,135.0,0
2421,182,-806,1313,-341950,-66990,-39900,132.0,0
2436,500,-1014,764,-331030,-98000,-61320,132.0,0
2446,1066,-878,463,-256830,-121030,-78960,129.0,0
2461,1219,-1886,33,26950,-117250,-102200,127.0,0
2476,1559,-1698,-480,207480,-109200,-91350,127.0,0
2486,1619,-1527,-1109,400890,-77840,-69300,124.0,0
2501,1656,-295,-1666,756980,-57330,-39830,127.0,0
2516,1198,413,-1849,923160,-13020,13370,132.0,0
2531,1097,929,-1761,923160,5810,28070,132.0,0
2541,17,413,-819,864430,41440,34300,133.0,0
2556,180,1343,-1839,422450,43120,-9940,132.0,0
2571,1197,1788,705,204050,69510,-28210,132.0,0
2581,1596,966,663,-14560,63140,-70770,131.0,0
2596,1615,794,528,-346710,60970,-79590,131.0,0
2615,1842,265,-196,-507290,66570,-87220,133.0,0
2630,1532,10,237,-529410,66850,-77000,133.0,0
2640,1290,209,-188,-533330,65380,-70630,123.0,0
2655,1007,6,267,-525000,60200,-72030,135.0,0
2670,777,-533,-228,-426930,52500,-53200,135.0,0
2680,536,-589,157,-347550,49210,-46130,144.0,0
2695,31,-914,93,-261170,44940,-42980,146.0,0
2710,-200,-1038,245,-73570,36470,-38920,146.0,0
2720,-292,-1095,329,19530,31850,-39620,151.0,0
2735,-196,-994,329,102060,24640,-48370,146.0,0
2750,376,-898,364,229740,3920,-53480,146.0,0
2760,758,-875,345,281540,-8400,-59920,141.0,0
2775,1127,-812,309,387800,-34300,-68460,131.0,0
2790,1570,-547,91,440230,-47670,-66850,131.0,0
2800,1769,-353,-36,487410,-59920,-62230,126.0,0
2815,1953,-107,-627,557900,-73010,-42140,125.0,0
2830,1980,365,-841,579460,-70210,-27090,125.0,0
2840,1752,434,-1178,589750,-60690,-10290,124.0,0
2855,1066,1288,-1175,578410,-12950,17920,126.0,0
2874,426,1411,69,399000,24500,14070,132.0,0
2889,1074,1350,-866,235340,28280,-14140,132.0,0
2899,921,1372,146,73430,38850,-28280,132.0,0
2914,889,960,-200,-238770,35210,-42490,129.0,0
2929,791,665,-89,-433160,37240,-55790,129.0,0
2939,823,387,-394,-475230,40880,-56070,131.0,0
2954,914,68,-217,-489720,45150,-53130,131.0,0
2969,883,106,-61,-492380,47040,-44310,131.0,0
2979,828,-30,396,-490140,42140,-45500,130.0,0
2994,713,-154,123,-484470,30310,-42980,126.0,0
3009,1261,-1526,-796,-409710,-24220,-35700,131.0,0
3028,-5,-587,1059,-258300,-78120,-38640,131.0,0
3039,816,-1503,-514,-182490,-101150,-39340,130.0,0
3054,921,-1809,962,63000,-107940,-44240,127.0,0
3069,1026,-1438,67,203910,-101640,-35140,124.0,0
3084,910,-1218,-580,450660,-95060,-16310,124.0,0
3094,745,-933,-506,537250,-94780,-7350,123.0,0
3109,1359,-488,1626,526260,-86800,4900,119.0,0
3128,692,-421,-1549,370790,-82460,18130,119.0,0
3143,849,72,-1077,375340,-52920,24150,119.0,0
3153,1213,216,-201,358260,-28280,31080,114.0,0
3168,1154,-93,-587,343910,10500,44870,116.0,0
3183,836,-1,-1327,372190,31010,45290,116.0,0
3193,1295,-438,-820,368270,46760,42490,113.0,0
3208,396,1128,-884,93940,24360,15750,115.0,0
3223,995,-1517,-8,62790,40460,27020,115.0,0
3233,901,-407,-724,48230,50960,20440,114.0,0
3248,977,-280,-698,-38850,89530,11270,113.0,0
3263,1084,-25,-389,-76650,106750,-3150,113.0,0
3273,1162,28,-570,-125510,121660,-6580,108.0,0
3288,1334,-904,312,-216860,143850,-11830,113.0,0
3303,1557,982,-352,-208810,145670,-34300,113.0,0
3313,1197,-637,-871,-110810,145320,-24990,116.0,0
3328,775,-419,-173,-124250,134400,-37870,121.0,0
3343,382,202,878,-175980,118020,-57890,121.0,0
3353,569,203,394,-190960,107870,-61740,124.0,0
3368,517,-29,527,-202720,96110,-63070,134.0,0
3385,359,237,1224,-222740,63630,-62510,137.0,0
3400,185,367,1376,-242410,19670,-56280,137.0,0
3410,43,461,1663,-252070,-7910,-50750,136.0,0
3425,-58,743,1673,-262920,-35630,-41510,134.0,0
3440,226,701,1473,-278670,-82530,-29260,134.0,0
3450,66,160,1520,-282450,-105490,-27020,132.0,0
3465,625,124,818,-290990,-133280,-30030,129.0,0
3480,727,-755,1006,-276780,-168910,-34930,129.0,0
3490,720,-772,823,-276920,-185430,-49280,123.0,0
3505,637,-967,600,-252280,-205940,-83510,114.0,0
3520,1753,-287,-1224,-208530,-208670,-92960,114.0,0
3530,1254,-1691,682,-97860,-180670,-53830,114.0,0
3545,-335,889,-1155,65380,-171990,-61740,114.0,0
3560,886,-404,1565,131950,-154840,-76580,114.0,0
3575,514,86,-388,290640,-122990,-71610,114.0,0
3585,698,927,-942,360010,-99820,-66220,117.0,0
3600,489,759,-1934,428260,-34860,-31710,120.0,0
3615,801,622,-1916,560560,-5950,-14910,120.0,0
3625,839,45,-1571,600460,24920,5320,117.0,0
3646,-88,1553,-1041,361480,34090,-3360,114.0,0
3661,864,-1500,-382,140490,37520,34160,115.0,0
3676,1102,1801,-209,126420,56910,32270,115.0,0
3686,1255,-53,155,35070,81480,35280,118.0,0
3701,793,41,-741,-63280,107240,32690,117.0,0
3716,596,-414,-443,-124040,133980,32340,117.0,0
3726,841,-491,-524,-213990,143920,28980,112.0,0
3741,1331,595,365,-254030,154700,25060,112.0,0
3756,1052,374,-577,-332780,165410,28630,112.0,0
3766,771,-326,282,-354970,164850,25690,109.0,0
3781,1535,774,-1388,-294770,153860,-1890,114.0,0
3796,997,-637,77,-241500,147420,9310,121.0,0
3811,209,-696,534,-264950,148400,-4760,121.0,0
3821,396,-370,594,-280490,134750,-10080,123.0,0
3836,371,-217,953,-299250,123340,-14980,129.0,0
3851,203,-307,1295,-301770,79310,-23170,129.0,0
3861,159,-456,1750,-289170,51450,-23660,133.0,0
3876,62,-330,1815,-268800,20020,-23170,137.0,0
3895,451,-568,1054,-220010,-34090,-21490,135.0,0
3910,451,-649,274,-152740,-80500,-21770,135.0,0
3920,445,-1285,707,-115640,-97230,-25900,136.0,0
3935,297,-1570,465,-70420,-115290,-31990,133.0,0
3950,403,-1713,-173,27440,-142030,-35700,133.0,0
3960,614,-1783,-533,81340,-153160,-37310,125.0,0
3975,890,-1294,-992,140280,-170800,-39970,120.0,0
3990,1236,719,-395,291970,-172970,-47250,120.0,0
4000,1501,1859,1090,326620,-162540,-69860,114.0,0
4015,370,-1481,-1582,463400,-166320,-54530,112.0,0
4034,1589,1731,-1096,502600,-145880,-29890,117.0,0
4049,975,-60,-1401,490420,-133840,-18760,117.0,0
4059,840,246,-1863,475930,-115990,-8400,116.0,0
4074,1106,561,-1434,416780,-69090,14140,120.0,0
4089,1058,1112,-1766,377510,-38710,35840,120.0,0
4099,1077,-144,-907,318780,-10570,39620,116.0,0
4114,1094,506,-884,197820,43960,43610,116.0,0
4129,973,-51,-187,28420,94080,49840,116.0,0
4142,873,-64,-347,-58030,114800,51450,113.0,0
4157,911,-114,-76,-142870,150150,55860,118.0,0
4172,962,100,-248,-289870,165270,58170,117.0,0
4187,961,63,-185,-418810,185360,61390,117.0,0
4197,1389,-977,567,-447160,184030,52920,116.0,0
4212,1987,1428,-1356,-423080,168490,39690,122.0,0
4227,1824,1995,-318,-348600,153720,16590,122.0,0
4237,974,-447,243,-371140,153160,15610,133.0,0
4252,-219,-1135,848,-408380,144060,-4830,134.0,0
4267,643,-187,445,-429870,112420,-11830,134.0,0
4277,613,-592,395,-430290,95200,-14280,140.0,0
4292,474,-733,454,-413140,53760,-28560,133.0,0
4307,243,-1513,642,-366450,31920,-36470,133.0,0
4317,193,-1742,625,-330960,8680,-44660,132.0,0
4332,236,-1879,528,-235200,-37100,-60200,125.0,0
4347,540,-1896,-148,-175700,-56490,-67060,125.0,0
4357,806,-1821,-409,-110250,-72380,-72590,123.0,0
4372,1418,262,4,98700,-89950,-70910,118.0,0
4387,1121,346,-546,158830,-112840,-88970,118.0,0
4402,432,-1058,-1167,337120,-136220,-92050,119.0,0
4417,947,-376,-783,408730,-153930,-99470,117.0,0
4432,1031,518,-260,485870,-158900,-98910,119.0,0
4447,1064,105,-290,534660,-171360,-95340,122.0,0
4462,899,282,-1146,556430,-172620,-87430,122.0,0
4472,908,337,-1202,562380,-168560,-76650,119.0,0
4487,907,401,-1102,549360,-154070,-50610,125.0,0
4502,1110,322,-943,533890,-144130,-24570,125.0,0
4512,1231,557,-1204,517370,-130550,-11270,131.0,0
4527,1223,210,-1113,467600,-96390,980,134.0,0
4542,1367,463,-1199,427490,-53270,17850,134.0,0
4552,1812,499,-1209,394170,-26880,20720,139.0,0
4567,1997,1082,-316,324170,-9380,15050,142.0,0
4582,1997,914,60,116830,12460,-910,142.0,0
4592,1997,926,-225,8470,17780,-12740,151.0,0
4607,1901,626,-63,-80080,24080,-20370,163.0,0
4622,1669,272,-166,-172200,36470,-28140,163.0,0
4632,1233,160,125,-185500,41580,-29190,173.0,0
4647,1028,217,11,-191170,47110,-31290,176.0,0
4666,414,131,274,-191520,46340,-35280,183.0,0
4681,296,33,191,-191870,46830,-36330,183.0,0
4691,177,92,223,-190610,45150,-38290,186.0,0
4706,119,-115,198,-178290,41020,-42210,191.0,0
4721,44,-102,177,-166880,40740,-41370,191.0,0
4731,204,-360,219,-153300,38570,-42140,194.0,0
4746,305,-120,162,-78890,41720,-39900,193.0,0
4761,295,-360,221,-37730,41650,-44450,193.0,0
4771,429,-378,64,-2380,40670,-46690,191.0,0
4786,584,-267,156,53060,37660,-51170,191.0,0
4801,695,-234,261,68810,30800,-59570,191.0,0
4811,745,-190,197,81970,27090,-63560,181.0,0
4826,999,-43,248,85050,24080,-66010,183.0,0
4841,1078,-63,73,89740,20020,-68180,179.0,0
4856,1059,-69,119,90790,18550,-68670,179.0,0
4866,1110,57,3,91770,17220,-69510,176.0,0
4881,1057,24,78,93240,17290,-68740,171.0,0
4896,991,156,-47,92330,16730,-66080,171.0,0
4906,973,35,0,90580,18340,-65100,164.0,0
4925,875,21,18,82390,17500,-64750,158.0,0
4940,942,94,31,69440,16940,-64820,151.0,0
4955,987,198,-75,51590,18830,-59920,151.0,0
4965,981,74,-1,35630,18550,-59010,145.0,0
4980,969,90,204,14210,14910,-59360,138.0,0
4995,985,34,288,-23100,5530,-58310,138.0,0
5005,995,-187,296,-31640,-140,-58800,129.0,0
5020,993,-338,259,-30800,-6510,-57960,128.0,0
5039,1103,-76,365,-4200,-12950,-54810,120.0,0
5054,1388,-762,294,272720,-52080,15610,120.0,0
5064,-518,1470,-522,490840,-28980,16170,117.0,0
5079,1154,-466,-57,487480,-40950,47320,117.0,0
5094,542,513,-209,466130,-42630,41510,117.0,0
5104,895,245,-342,421750,-47810,45010,117.0,0
5119,1977,-26,-288,197610,-77140,29680,117.0,0
5134,173,38,845,147700,-74900,45430,117.0,0
5144,810,-830,-703,119350,-73920,35560,114.0,0
5159,908,-172,-534,96250,-50820,26250,114.0,0
5178,884,-1219,-980,105700,-43330,33950,116.0,0
5193,776,-770,-1094,91070,-34650,31360,116.0,0
5203,795,-367,-786,71750,-22750,21210,119.0,0
5218,1006,-463,-1031,18970,2730,15610,118.0,0
5233,907,-307,-1007,-2730,34160,8190,118.0,0
5243,963,-371,-1275,-26390,52850,4270,119.0,0
5258,896,-226,-1650,-68320,72170,1400,116.0,0
5273,903,-144,-1037,-115710,113610,-420,116.0,0
5283,936,-220,-1104,-139580,132510,-1050,117.0,0
5298,697,-420,-1094,-167160,148960,-1400,111.0,0
5313,753,-331,-581,-226450,179340,-2380,111.0,0
5323,740,-597,-262,-256340,191590,-2800,109.0,0
5338,1193,238,224,-286790,204470,-17360,109.0,0
5353,1647,-1067,381,-394520,215600,-15400,109.0,0
5368,1726,1986,-432,-255220,200270,-47040,109.0,0
5378,1298,-3,-1440,-254170,194880,-39900,114.0,0
5393,241,-769,56,-268870,181160,-56210,118.0,0
5408,429,-581,-263,-265300,140630,-68460,118.0,0
5418,504,-856,530,-268730,112000,-68320,124.0,0
5437,-7,109,1823,-307580,58590,-80150,126.0,0
5452,-196,334,1950,-336350,22960,-84280,127.0,0
5467,-494,659,1891,-365400,-55580,-77490,127.0,0
5477,222,-287,1545,-360360,-90930,-67900,122.0,0
5492,381,-678,1574,-340410,-137480,-66570,128.0,0
5507,765,-1330,990,-274540,-151900,-71330,128.0,0
5517,733,-1597,1060,-226800,-159250,-76230,125.0,0
5532,752,-1565,856,-124180,-166110,-87990,122.0,0
5547,739,-1816,673,-66850,-167020,-92400,122.0,0
5557,1182,-1830,364,10010,-166670,-97230,118.0,0
5572,1626,-330,1579,128450,-149240,-104930,118.0,0
5587,-4,-547,333,220220,-154350,-107940,118.0,0
5597,683,-1197,123,296870,-148750,-115220,120.0,0
5612,425,-178,-815,442260,-129640,-111300,123.0,0
5627,116,-1042,-1275,538580,-97930,-86310,123.0,0
5637,295,-286,-1867,735280,-71260,-67410,124.0,0
5652,492,1090,-1949,778470,-41160,-48440,123.0,0
5667,999,209,-1891,794010,12950,-15960,123.0,0
5677,1380,-1023,-1889,573090,1120,-41300,121.0,0
5696,-725,-1243,-680,250670,22260,-10500,123.0,0
5711,273,128,-1254,200760,47670,-10780,119.0,0
5726,650,-250,-777,87290,76370,10710,119.0,0
5736,1338,554,294,27720,111790,12880,122.0,0
5751,1018,-704,-448,-71050,128310,14840,118.0,0
5766,455,-272,-822,-228270,167720,15820,118.0,0
5776,571,-381,-1234,-310940,184730,15120,119.0,0
5791,827,-602,-826,-415800,217070,20930,111.0,0
5806,927,1333,-238,-468580,230230,13230,111.0,0
5816,1659,-1193,-140,-522760,222810,24150,117.0,0
5831,945,829,546,-264670,229530,11480,115.0,0
5846,243,-1160,-517,-274260,211190,-4900,122.0,0
5861,281,-186,571,-307230,200270,-30450,122.0,0
5871,-47,-697,142,-316260,185220,-33250,132.0,0
5886,-111,-615,1111,-322560,134400,-49210,141.0,0
5901,263,-1475,1687,-329840,96810,-57540,141.0,0
5911,-205,-816,1926,-273350,62370,-62300,145.0,0
5926,-162,-1268,1944,-163730,-4410,-37380,144.0,0
5941,96,-1159,1427,-132090,-32130,-23730,144.0,0
5956,173,-606,603,-42700,-87220,-24290,140.0,0
5971,499,-1072,657,-3290,-105560,-21490,135.0,0
5986,514,-1075,365,82390,-131530,-13370,133.0,0
6001,488,-930,371,120330,-154700,-7140,133.0,0
6011,559,-828,225,159250,-166320,-3850,127.0,0
6026,540,-910,148,228480,-177030,-1330,120.0,0
6055,1048,-564,-1021,322630,-206010,-3780,116.0,0
6070,577,1724,-123,157430,-188510,-23730,108.0,0
6085,100,-1285,-757,127400,-186830,-31780,110.0,0
6100,673,3,-1146,192080,-144130,-35910,110.0,0
6110,756,522,-1686,186060,-131950,-24710,117.0,0
6125,788,266,-1647,222110,-106820,-4970,115.0,0
6140,1189,712,-1466,287000,-50050,7840,115.0,0
6150,1074,470,-1607,297290,-23660,17850,118.0,0
6165,994,563,-1365,293370,23590,31220,122.0,0
6180,928,341,-1475,249690,46270,33740,122.0,0
6190,738,612,-1224,219030,71540,38780,119.0,0
6205,887,-978,-140,145600,107030,31640,119.0,0
6222,863,42,-1072,101640,140560,22820,117.0,0
6237,795,-184,-41,-10570,157850,19670,117.0,0
6247,804,-193,-175,-66150,172060,13930,117.0,0
6262,1594,-1256,710,-139650,184310,-20510,120.0,0
6277,1107,765,-234,-153720,184450,-24290,120.0,0
6287,674,-147,-333,-197120,189770,-25900,122.0,0
6302,289,-827,608,-279790,188720,-43890,130.0,0
6317,401,-827,676,-299180,187670,-59920,130.0,0
6327,240,-464,947,-313390,175630,-61950,131.0,0
6342,423,-421,1156,-307440,141400,-62300,136.0,0
6357,134,-529,1488,-297990,88970,-60620,136.0,0
6367,186,-667,1713,-255570,60760,-57680,144.0,0
6382,102,-621,1778,-226450,32270,-52570,146.0,0
6397,172,-636,1605,-154000,-26110,-42630,144.0,0
6412,440,-554,893,-115920,-50540,-35700,144.0,0
6422,539,-632,923,-78260,-73010,-30520,139.0,0
6437,528,-813,445,-5390,-108150,-21980,138.0,0
6452,576,-757,387,28910,-122360,-16310,138.0,0
6462,556,-729,338,61320,-147210,-13090,130.0,0
6481,546,-727,161,120050,-167930,-6930,128.0,0
6496,619,-603,-77,166740,-178010,-5390,121.0,0
6511,1117,-542,-274,226450,-195860,-6720,121.0,0
6521,1458,-979,-705,259210,-190260,-24640,115.0,0
6536,1101,174,-156,227080,-193340,-35070,113.0,0
6551,953,-1109,-821,310450,-192220,-16520,113.0,0
6561,743,-357,-1490,334740,-183540,-17290,119.0,0
6576,996,757,-1168,359030,-175140,-3570,117.0,0
6591,1208,351,-992,383460,-151060,22960,117.0,0
6601,1010,82,-1019,388500,-137620,32270,124.0,0
6616,1058,17,-962,385840,-102760,42490,128.0,0
6631,1680,215,-1025,370440,-82040,42070,128.0,0
6641,1918,-210,-316,360710,-58170,40670,131.0,0
6656,1997,-219,-609,327600,-30100,24360,137.0,0
6671,1997,2,409,302190,-26390,24780,137.0,0
6681,1981,272,-127,265860,-28490,13720,151.0,0
6696,1758,437,-177,195580,-9240,630,165.0,0
6711,1330,735,-461,161350,2380,-8190,165.0,0
6721,1140,635,-50,120820,13580,-14840,184.0,0
6740,789,594,-169,22540,25200,-32200,188.0,0
6755,299,359,-214,-64890,38710,-40180,195.0,0
6770,159,333,-73,-95340,51100,-53130,195.0,0
6780,108,150,-63,-130760,55020,-59290,193.0,0
6795,154,-83,-292,-138600,59360,-65660,169.0,0
6810,57,96,-15,-136990,70630,-75740,169.0,0
6820,95,-9,-218,-136220,73990,-79590,190.0,0
6835,209,-50,-138,-135310,79590,-82460,205.0,0
6850,261,26,-81,-125370,87850,-86940,203.0,0
6865,450,-204,-230,-111650,91770,-83790,203.0,0
6875,577,-181,-123,-88200,100100,-82250,212.0,0
6890,852,-168,-36,-36330,101010,-81060,221.0,0
6905,979,-29,37,-4900,99050,-78260,221.0,0
6915,1088,-11,87,980,95900,-77210,222.0,0
6930,1180,28,214,5600,91700,-75950,222.0,0
6945,1136,-17,76,12670,80850,-73990,222.0,0
6955,1099,18,198,14490,76370,-72940,218.0,0
6970,1003,46,173,14490,70630,-70280,219.0,0
6985,892,79,174,13160,57960,-68460,219.0,0
7000,823,108,180,12320,45850,-63910,208.0,0
7015,787,24,137,9450,40390,-61460,206.0,0
7030,772,14,194,8890,30240,-60970,208.0,0
7051,776,96,94,14490,24430,-57470,201.0,0
7066,781,69,90,16240,21210,-54530,188.0,0
7081,744,73,29,14840,14560,-53410,188.0,0
7091,694,78,64,13650,12250,-52570,173.0,0
7106,661,66,42,12250,8050,-52010,187.0,0
7121,573,34,2,12180,6930,-52220,187.0,0
7131,588,47,-55,13440,6370,-52150,187.0,0
7146,670,24,-66,16450,7000,-51520,186.0,0
7161,778,8,17,17430,5110,-51660,186.0,0
