t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm
60161,973,505,-367,137620,24500,36190,122.0
60231,1050,180,-250,97370,16380,36470,122.0
60246,987,309,-253,70140,8540,36540,117.0
60261,924,139,-391,17920,4270,36400,115.0
60276,993,107,-248,-27370,-4760,34300,118.0
60291,1014,-14,-286,-42070,-7280,32410,118.0
60305,969,31,-287,-56280,-10150,27300,114.0
60320,1007,-66,-350,-54460,-9520,24290,116.0
60335,1007,-11,-382,-40390,-3290,18410,116.0
60345,1002,-43,-377,-29260,770,15750,112.0
60372,1004,32,-333,6090,13090,10220,115.0
60387,976,132,-294,16310,16730,9170,115.0
60402,964,139,-309,29330,21210,8750,115.0
60417,964,198,-268,32760,22680,9030,115.0
60432,962,192,-279,32270,23800,10710,115.0
60442,960,191,-276,30170,23940,11550,112.0
60457,958,188,-263,26810,23590,13020,115.0
60472,970,166,-264,15960,22890,13650,115.0
60482,983,139,-229,8750,22050,14210,114.0
60497,970,138,-208,-6930,18900,14910,114.0
60512,974,138,-196,-13930,17290,14980,114.0
60522,985,128,-174,-20090,15890,15260,115.0
60537,992,117,-135,-30520,12600,15750,111.0
60552,993,129,-121,-34580,11060,16240,115.0
60571,969,141,-88,-38150,7910,17220,111.0
60586,970,166,-35,-34930,5110,18410,111.0
60596,968,157,-45,-31360,3710,19250,112.0
60611,971,148,-57,-26670,2100,21210,112.0
60626,972,146,-42,-14630,1400,22190,112.0
60636,979,121,-64,-7700,1050,23030,106.0
60651,982,126,-39,6370,700,24640,110.0
60666,990,110,-109,11970,350,25270,110.0
60676,977,122,-151,16240,490,26040,110.0
60691,975,6,-309,19740,70,27580,110.0
60706,1064,-114,-496,6860,-910,29050,110.0
60716,987,87,-264,-13930,-210,27930,110.0
60731,1044,-95,-309,-3500,3360,26040,109.0
60746,1005,12,-347,-7420,8330,22890,109.0
60756,1044,-2,-314,-5600,11410,21140,109.0
60771,996,-67,-341,-5040,14000,19530,107.0
60786,978,-102,-343,-4970,19810,15680,107.0
60796,984,-90,-300,-1820,22260,13510,110.0
60811,990,-93,-302,-140,24710,11480,105.0
60828,999,-30,-282,1050,29470,8120,107.0
60843,1010,-8,-241,2590,33880,6300,107.0
60853,1005,3,-240,2520,35770,5950,107.0
60868,1006,56,-174,2660,37170,5950,108.0
60883,1007,68,-95,1890,38500,6930,108.0
60893,1005,61,-70,1190,38290,7770,110.0
