t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm,event
72,1020,12,-4,1540,560,1050,110.0,0
88,1017,17,5,1540,630,1120,110.0,0
103,1018,15,7,1540,630,1190,106.0,0
118,1017,17,13,1610,630,1330,110.0,0
133,1016,18,19,1610,350,1400,109.0,0
148,1015,22,26,1610,-210,1610,109.0,0
158,1014,26,30,1750,-630,1750,109.0,0
173,1014,30,31,1820,-1050,2030,111.0,0
188,1015,29,32,1890,-1960,2450,111.0,0
198,1014,30,29,1890,-2380,2660,111.0,0
213,1016,20,21,1820,-2730,2870,110.0,0
228,1016,18,21,1890,-3290,3010,110.0,0
238,1017,12,15,1890,-3570,3080,107.0,0
253,1017,11,15,1890,-3920,3010,111.0,0
268,1016,14,25,1890,-4130,3010,111.0,0
278,1014,18,30,1960,-4480,2940,109.0,0
293,1015,15,33,2030,-5250,3080,108.0,0
308,1022,-12,-35,2100,-5180,2870,108.0,0
318,1026,-32,-85,1960,-4480,2380,108.0,0
333,1029,-29,-142,1330,-1190,840,108.0,0
348,1033,-76,-168,840,1260,-1820,108.0,0
358,1032,-100,-163,630,3920,-3780,110.0,0
373,1075,-163,-251,-140,9380,-5810,108.0,0
388,1106,-225,-217,1540,15400,-10290,108.0,0
398,1056,-114,-193,1400,17990,-12180,109.0,0
413,1047,22,227,840,18900,-13860,109.0,0
428,1015,25,93,-1400,14700,-14560,109.0,0
438,972,157,195,-10990,10080,-14000,109.0,0
453,930,56,479,-12110,6230,-12810,108.0,0
468,891,319,344,7770,-2170,-5460,109.0,0
483,869,491,299,9870,-7210,3710,109.0,0
493,892,442,279,5880,-17010,9030,109.0,0
508,955,273,243,10290,-19950,14070,112.0,0
523,1008,317,190,23800,-22050,22050,112.0,0
533,977,226,183,34440,-21490,25130,110.0,0
548,1269,-183,5,45220,-17500,25900,109.0,0
563,1117,-456,-316,3570,-13440,19180,109.0,0
573,1068,-166,64,6370,-7700,14070,107.0,0
588,1043,-267,-498,4760,-5600,5810,111.0,0
603,1048,-161,-113,1050,5460,-140,111.0,0
613,1046,-202,-263,-280,8470,-4620,110.0,0
628,1042,-173,-170,-560,14000,-11060,105.0,0
643,1085,-156,-116,630,14770,-12390,105.0,0
653,1074,-93,-179,1260,14980,-13020,109.0,0
668,998,162,107,770,16660,-12390,110.0,0
683,984,209,80,1050,13930,-10150,110.0,0
693,957,255,152,-280,11760,-7420,110.0,0
708,950,232,303,-3710,4900,-1190,108.0,0
723,937,172,353,-70,1610,5810,108.0,0
733,958,238,199,2660,-2660,8750,110.0,0
748,962,155,255,1890,-9450,11340,110.0,0
763,996,119,145,1050,-14910,14420,110.0,0
