t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm
180598,1080,197,-38,56560,9380,8540,132.0
180715,1073,239,-13,48300,12810,8330,132.0
180734,1994,-991,-1247,72240,11410,17080,115.0
180749,1746,-740,366,196210,36400,51310,114.0
180764,1205,478,-1491,172410,29750,52500,114.0
180779,539,96,-209,154140,36190,48020,114.0
180789,742,-132,-728,138810,33880,41440,111.0
180804,938,-267,-332,152390,30870,40880,110.0
180819,1136,-8,-145,129640,32130,40600,110.0
180829,1085,-12,-411,108920,29050,40390,107.0
180844,927,95,-378,69090,25830,38570,111.0
180859,964,11,-366,46060,23380,38360,106.0
180874,1013,16,-251,280,18130,37730,106.0
180884,1009,94,-274,-21210,15400,38080,108.0
180899,929,119,-234,-38080,12600,39130,106.0
180914,984,65,-169,-56910,8050,39830,106.0
180924,1022,-19,-116,-58380,7000,39900,105.0
180939,1026,-54,-83,-54320,7210,37870,105.0
180954,1006,-53,-75,-33250,7980,36190,105.0
180964,1005,-72,-114,-18900,9310,34370,105.0
180979,1016,-80,-143,11480,13300,30380,101.0
180998,1011,-103,-199,35280,17710,25830,102.0
181013,1230,13,-559,31430,16800,23240,102.0
181023,1004,-253,-218,-350,16660,22890,103.0
181038,1030,47,-373,-15680,18620,19320,103.0
181065,973,-146,-142,-2450,20510,14770,103.0
181080,1006,7,-22,-7700,20370,14140,103.0
181095,985,-48,-72,-14700,19040,13160,103.0
181105,983,-20,-68,-14840,17990,12530,101.0
181120,996,-15,-97,-13580,16940,11830,104.0
181135,949,-73,16,-10500,13930,12040,100.0
181150,1066,12,-48,-7210,9590,12040,100.0
181160,925,35,-12,-5460,7350,12530,105.0
181175,1037,111,121,-210,6370,13580,107.0
181190,964,-161,-69,10010,770,13510,107.0
181200,950,-69,-8,14490,-1400,13020,104.0
181215,1031,26,-11,18900,-3360,12950,103.0
181230,984,-60,-125,24780,-5880,12880,103.0
181243,1002,-20,-56,24570,-6160,12670,105.0
181258,1007,-28,-96,17640,-6440,12250,104.0
181273,988,-64,-69,11900,-5950,11970,104.0
181288,1016,23,-88,-980,-4410,11410,104.0
181298,1089,88,-190,-7770,-3710,12040,104.0
181313,1019,147,-106,-13440,-700,14700,106.0
181328,989,-54,-259,-16030,140,15260,106.0
181338,1027,17,-180,-13370,1120,15610,107.0
181353,1030,6,-208,-3290,2310,16590,104.0
181368,1008,-11,-211,1470,3430,17290,104.0
181378,1012,25,-232,5530,4060,18060,107.0
181393,1012,-8,-162,7770,6720,19530,104.0
181408,1013,-38,-195,6510,8190,20580,104.0
181418,1014,4,-205,4410,9870,21000,105.0
181433,1014,-36,-209,-1050,13790,21420,105.0
181448,1020,-18,-235,-3220,18200,22330,105.0
181458,1014,-41,-263,-5880,20720,22890,106.0
181473,1009,-65,-251,-6370,23240,23380,107.0
181488,1002,-79,-223,-5600,27580,23520,107.0
