t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm,event
3608,141,-260,-60,37450,-129780,50540,113.0,0
3627,1646,60,-196,-20580,-45220,57540,111.0,0
3642,389,-158,-1674,-5320,-115500,43050,109.0,0
3657,910,-194,-777,34720,-64470,41930,109.0,0
3667,921,-547,-1467,77700,-55440,33040,110.0,0
3682,970,-496,-1274,148400,-28490,25550,111.0,0
3697,1010,-284,-1324,170380,-13510,19460,111.0,0
3707,991,-407,-909,176400,1330,14700,115.0,0
3722,964,-453,-401,166880,22960,3150,112.0,0
3737,950,-221,-323,156730,29190,-1750,112.0,0
3747,1027,-122,-62,145180,34160,-7910,114.0,0
3762,947,-95,221,129360,36190,-10850,115.0,0
3777,915,-106,67,124390,32900,-15540,115.0,0
3787,956,-98,68,118580,32620,-18550,112.0,0
3802,932,-105,91,100520,32410,-22120,112.0,0
3817,987,-47,16,67200,36820,-28770,110.0,0
3832,1155,-45,625,45360,39550,-31640,110.0,0
3842,1051,506,923,17150,38150,-32970,111.0,0
3857,1078,178,384,-6020,24780,-23450,114.0,0
3872,959,454,657,9800,13930,-2800,114.0,0
3886,970,955,586,6650,-7210,7000,111.0,0
3901,1044,568,441,-1960,-15120,27090,113.0,0
3916,967,196,502,7490,-28560,33250,109.0,0
3931,1085,243,253,14840,-38640,40040,109.0,0
3941,1169,-215,80,54040,-43610,40530,115.0,0
3956,889,-845,-503,73710,-42420,35840,114.0,0
3971,926,-697,-640,76790,-26810,17290,114.0,0
3981,999,-537,-702,52640,-10990,6370,114.0,0
3996,950,-677,-679,17710,7420,-5460,117.0,0
4011,925,-859,-471,-60200,44450,-33040,117.0,0
4021,895,-955,62,-85190,56420,-47250,113.0,0
4040,1132,-577,-1722,-14000,49700,-65520,110.0,0
4055,1156,29,762,28140,49140,-61810,115.0,0
4070,782,1306,265,-15820,37450,-58800,115.0,0
4080,993,996,1130,-29120,27790,-50890,115.0,0
4095,778,24,305,21140,3850,-7350,114.0,0
4110,297,1161,1551,24710,-13650,7070,114.0,0
4120,480,1010,1270,26950,-35420,23870,113.0,0
4135,540,594,371,47600,-70630,55230,108.0,0
4152,1228,1222,-618,39060,-60200,52710,108.0,0
4167,769,-1437,-1045,-30520,-48440,49000,108.0,0
4177,821,-1603,-1770,-31430,-30170,34930,110.0,0
4192,986,-1013,-1070,-43120,17990,-3780,112.0,0
4207,928,-1422,-1513,-54460,43330,-21280,112.0,0
4217,1149,-994,178,-58870,64470,-42490,112.0,0
4232,1155,843,-27,-560,66080,-75530,109.0,0
4247,1042,-562,-628,-16940,67270,-63980,109.0,0
4257,983,-259,-118,2240,58100,-63280,114.0,0
4272,334,1961,237,-82110,37030,-66990,118.0,0
4287,268,1374,734,-118300,7840,-29190,118.0,0
4297,238,1490,1281,-124180,-15470,-11340,118.0,0
4312,-272,732,939,-126420,-48370,7420,115.0,0
4327,104,1204,1933,-138250,-98700,36330,115.0,0
4337,453,861,276,-161980,-120470,37030,113.0,0
4352,1669,-1659,-598,-113400,-116130,59360,108.0,0
4367,664,-953,-1490,47670,-75250,51660,108.0,0
4377,1395,-285,-1635,112490,-42910,49630,111.0,0
4392,1085,-1544,-1278,35700,-13790,23800,107.0,0
4411,1057,-1057,-1671,7630,32410,-2100,112.0,0
4426,1159,-359,-1283,-1050,53200,-17850,112.0,0
4436,1334,-1308,48,-6580,70350,-27510,109.0,0
4451,1203,-309,821,-4200,73640,-49420,107.0,0
4466,1389,734,-533,2450,70700,-45290,107.0,0
4476,783,1023,486,-4690,61040,-37450,112.0,0
4491,176,1749,866,-62860,26460,-26390,116.0,0
4506,395,1320,548,-96530,7280,-5880,116.0,0
4516,307,749,1291,-113610,-9800,4550,113.0,0
4531,775,-234,1753,-107660,-44170,19180,109.0,0
4546,898,-1222,1793,-52500,-61110,48090,109.0,0
4561,1220,-6,-142,-2100,-68320,53410,109.0,0
4571,1323,-721,460,12320,-66780,57610,111.0,0
4586,1216,-209,-1576,24010,-42210,43960,109.0,0
4601,960,-654,-983,6860,-21000,33320,109.0,0
4611,1127,-481,-1691,-8120,-910,18830,109.0,0
4626,1067,-353,270,2730,35560,-8540,109.0,0
4641,1098,-1000,-669,-5950,48440,-37240,109.0,0
4651,1138,-1051,-722,-2660,56490,-50890,109.0,0
4670,1158,-363,-787,-5740,54250,-60690,113.0,0
4685,870,263,136,-8680,55650,-55720,109.0,0
4700,804,1242,623,-104230,30520,-59920,109.0,0
4710,938,1742,-650,-142170,22470,-50260,115.0,0
4725,354,1352,1173,-158970,15750,-38640,114.0,0
4740,238,1127,1299,-159110,-9800,-8820,114.0,0
4750,400,519,1261,-147210,-24290,7770,117.0,0
4765,176,491,1581,-130760,-38920,37240,115.0,0
4780,711,-111,685,-81970,-71750,47460,115.0,0
4790,1249,-702,1285,-25410,-73640,62440,114.0,0
4805,1434,337,-485,8330,-80500,71470,110.0,0
4820,865,-1278,839,16310,-65520,79170,110.0,0
4830,1364,-222,-688,25760,-57820,67340,109.0,0
4845,1551,-56,-1899,56000,-19880,56560,113.0,0
4860,944,-1063,-1637,73430,6510,49840,113.0,0
4870,923,-1021,-1188,74550,30100,39270,112.0,0
4885,1315,-66,-22,23170,64190,16800,113.0,0
4900,1615,-739,-294,-13790,73080,-8330,113.0,0
4910,1629,235,-878,-31990,80640,-14070,116.0,0
4929,778,-242,761,-53200,87220,-16100,117.0,0
4944,1854,1014,872,-47460,56210,-11690,125.0,0
4959,1800,645,514,-24850,28280,18830,125.0,0
4969,1334,469,381,34720,16240,25620,134.0,0
4984,-50,721,432,63560,4270,35140,145.0,0
4999,-734,530,16,114870,-16100,42630,149.0,0
5014,-1508,492,21,129710,-22050,38220,149.0,0
5024,-1365,386,146,132230,-28700,30940,152.0,0
5043,-355,295,124,129500,-41300,9520,145.0,0
5058,395,410,262,120680,-54880,-14630,137.0,0
5073,1235,565,214,110950,-60830,-32410,137.0,0
5083,1085,536,79,94500,-66360,-41860,128.0,0
5098,102,489,-1,45290,-66710,-52850,120.0,0
5113,-402,347,19,-93520,-96670,-70770,120.0,0
5123,630,-713,477,-116480,-55860,-12600,108.0,0
5138,-257,223,292,53620,6580,46900,107.0,0
5153,1331,576,-1238,-19880,10780,4550,107.0,0
5163,1112,1176,-581,-60970,30940,2870,107.0,0
5181,852,-1550,-731,12460,37660,-12950,108.0,0
5196,1549,1021,-57,-34860,42140,-27440,107.0,0
5211,1189,1030,429,-187390,58800,-68670,107.0,0
5221,1004,211,-278,-227430,57960,-82600,107.0,0
5236,1146,-1971,-1169,-173810,51100,-50190,111.0,0
5251,784,1908,1783,-117460,13580,-42560,111.0,0
5261,-115,1643,1212,-171360,-8050,-43960,110.0,0
5276,74,650,951,-234360,-57470,-20020,111.0,0
5291,371,619,1215,-251790,-81970,-9800,111.0,0
5301,339,74,1044,-250110,-103670,-1890,108.0,0
5316,373,57,-381,-158270,-125650,26670,107.0,0
5331,1634,-32,1416,3150,-77420,60340,107.0,0
5341,404,87,-995,74970,-77980,42490,108.0,0
5356,651,-337,503,240450,-17850,47250,107.0,0
5371,973,-1514,-1805,155330,-23800,36890,107.0,0
5381,973,-346,-1049,6160,12740,28350,107.0,0
5396,1033,-937,-1979,15680,26180,19670,108.0,0
5411,793,-1090,-1114,770,66150,350,108.0,0
5421,1156,-326,43,-4900,73430,-11130,108.0,0
5440,1449,-452,-580,-9170,70980,-23870,106.0,0
5455,587,573,472,-25690,67690,-23520,110.0,0
5470,569,373,1535,-26670,42070,-15050,110.0,0
5480,499,-17,1582,-21980,22190,-9800,114.0,0
5495,358,63,1141,-4550,-140,11480,114.0,0
5510,784,-78,811,32130,-32340,19530,114.0,0
5520,973,200,-21,40950,-42700,23730,111.0,0
5535,1154,73,-78,47040,-49070,27300,110.0,0
5550,1186,-162,-336,55440,-46340,27300,110.0,0
5560,1449,-432,-944,55580,-40670,25550,111.0,0
5575,1434,984,-467,13230,-14070,10010,107.0,0
5590,1064,-929,-933,700,-2590,5320,107.0,0
5605,1028,190,-393,-5670,14980,-7420,107.0,0
5615,1257,114,-129,-18690,20230,-10570,108.0,0
5630,1113,309,-18,-31500,24850,-11550,110.0,0
5645,730,801,456,-32200,27090,-8960,110.0,0
5655,1079,-36,634,-24500,21350,-4690,110.0,0
5670,1570,900,643,-15260,840,-420,116.0,0
5685,733,121,629,-1470,-7560,3640,116.0,0
5697,409,221,160,18270,-16800,-1050,115.0,0
5712,-45,49,-100,66500,-12600,-2940,119.0,0
5727,-195,51,-206,81060,-1330,-19880,119.0,0
5737,-257,126,-407,41510,4340,-28840,112.0,0
5752,1535,-567,-856,-140700,-16380,-35700,108.0,0
5767,955,-273,-1062,-122920,29820,-11340,108.0,0
5777,181,621,431,-96740,27650,-15330,111.0,0
5792,989,-1361,220,-69790,23940,-12670,111.0,0
5807,979,44,351,25060,17360,630,113.0,0
5822,772,1056,470,23310,13230,1470,113.0,0
5832,802,618,611,420,6160,6370,111.0,0
5847,605,-1,1114,6020,-13090,12460,116.0,0
5862,642,-46,717,42490,-39060,23520,116.0,0
5872,791,-124,210,61320,-46480,27370,112.0,0
5887,1071,-350,-267,73220,-48650,29260,108.0,0
5902,1492,-462,-851,54040,-33600,16660,108.0,0
5912,1708,1609,-240,-13580,-8330,10640,109.0,0
5927,1045,-1241,-1152,-40600,7770,6930,109.0,0
5942,1586,125,-305,-17080,29820,-10010,109.0,0
5956,1455,398,-542,-31290,39200,-16240,111.0,0
5971,812,48,648,-53620,41860,-16310,112.0,0
5986,712,70,872,-54530,24360,-9310,113.0,0
6001,622,173,1082,-33040,10080,-1330,113.0,0
6011,499,-83,1196,-9520,-7420,10360,116.0,0
6026,439,-352,1157,54180,-46480,29680,114.0,0
6052,1147,-1012,-222,123620,-77770,34020,110.0,0
6067,1656,774,-106,113540,-58870,13370,109.0,0
6082,927,-1804,-1756,128520,-24290,12810,109.0,0
6092,565,-1359,-1097,141050,-6090,140,111.0,0
6107,1245,305,-941,102830,11620,-8470,111.0,0
6122,987,-675,-525,15680,43890,-21350,111.0,0
6137,969,179,415,6580,41580,-30870,111.0,0
6147,1036,399,389,9660,32410,-30940,111.0,0
6162,1245,1073,780,840,14910,-12040,111.0,0
6177,645,773,1070,3570,630,17360,111.0,0
6187,514,439,1301,8330,-14420,26670,112.0,0
6202,1401,790,2,-1750,-37590,29680,109.0,0
6221,988,-686,-753,-6020,-30380,35560,112.0,0
6236,1068,-735,-815,-1190,-8400,17850,112.0,0
6246,991,-571,-1057,-8260,8400,7560,109.0,0
6261,1076,-691,-710,-8330,23940,-3500,110.0,0
6276,1088,-850,-809,4340,45010,-25340,110.0,0
6286,993,-644,178,8960,46340,-32970,109.0,0
6301,1548,813,60,-6160,43470,-38150,112.0,0
6316,1108,661,717,-58310,40810,-36890,112.0,0
6326,881,523,1205,-69720,32410,-30380,113.0,0
6341,584,648,1250,-70210,17710,-7560,114.0,0
6356,636,862,1194,-46970,-19320,9380,114.0,0
6366,288,89,1678,-28910,-39480,23660,112.0,0
6381,470,225,1068,20860,-78260,47460,109.0,0
6396,1781,-643,-1083,32410,-85890,50890,109.0,0
6406,1413,1197,-1134,49420,-61950,42910,110.0,0
6421,1063,-489,-1578,82390,-25620,41370,112.0,0
6436,894,-1084,-1117,104790,-6650,29890,112.0,0
6446,1509,657,-1050,108780,11550,9660,116.0,0
6461,1056,-497,-260,55440,38850,3990,113.0,0
6480,1855,554,-57,35770,29470,-10570,114.0,0
6495,1806,1330,917,47390,18410,8610,114.0,0
6505,1897,778,236,51730,14910,16380,123.0,0
6520,623,745,321,73850,11060,21560,133.0,0
6535,-58,341,-7,97160,7980,18970,133.0,0
6545,-646,401,33,97650,5810,11830,142.0,0
6560,-959,274,4,88410,4200,2940,149.0,0
6575,-900,198,51,55580,1050,-16100,147.0,0
6590,-729,143,361,43610,-2590,-29050,147.0,0
6600,-687,136,479,33460,-10920,-33950,137.0,0
6615,-306,81,797,17290,-37730,-38220,125.0,0
6630,-74,35,886,11830,-101570,-37240,125.0,0
6640,1079,-276,562,-239680,-108220,-16590,111.0,0
6655,306,1793,-800,151900,-13020,44870,111.0,0
6670,99,-568,329,31850,-24360,31850,111.0,0
6680,730,-1888,133,22470,-24360,4900,112.0,0
6695,1129,90,-1108,-3080,-20300,-14350,112.0,0
6710,1023,-473,-289,-72730,18620,-23730,112.0,0
6720,1264,-381,-692,-80220,26460,-32410,111.0,0
6737,1162,574,-1270,11760,30940,-27510,112.0,0
6752,1233,41,1384,-15330,18200,-19740,112.0,0
6767,912,535,540,-44310,-13930,-6440,112.0,0
6777,576,702,935,-58590,-25410,7140,113.0,0
6792,857,110,478,-58730,-37940,21560,111.0,0
6807,1272,-344,-494,3220,-30380,23940,111.0,0
6817,1100,-301,-865,19950,-21070,21980,110.0,0
6832,1075,-514,-1577,420,10290,10990,110.0,0
6847,1044,-517,-907,140,28000,3920,110.0,0
6857,1052,-513,-1201,-2730,43190,-5740,112.0,0
6872,1094,-331,323,-8820,64960,-19810,111.0,0
6887,1174,-31,986,-10080,62790,-24010,111.0,0
6897,1298,-3,393,-7840,54110,-24850,111.0,0
6912,977,831,668,-980,34720,-13860,112.0,0
6927,671,507,711,-630,11200,1330,112.0,0
6937,470,287,1307,-4200,-3710,4900,114.0,0
6952,1187,438,204,1750,-18060,8470,112.0,0
6967,1109,164,-418,1260,-24430,14560,112.0,0
6977,981,-290,221,2100,-23590,11410,109.0,0
6996,1205,-445,-673,3780,-10640,5040,109.0,0
7011,1054,-112,-164,1190,-6230,1260,111.0,0
7026,1073,-124,7,1400,1330,-3010,111.0,0
7042,1001,74,85,980,1820,-1120,109.0,0
7057,1035,30,-71,840,2170,-70,112.0,0
7072,1049,19,-116,-140,6090,140,111.0,0
7087,1096,-107,-281,-840,9310,-770,112.0,0
7102,1080,-104,-182,630,16100,-4130,112.0,0
7112,1020,-13,78,1330,15330,-4760,111.0,0
