t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm,event
72,1038,-152,-30,3640,-14420,13230,110.0,0
88,1062,104,-325,2100,-8680,11200,110.0,0
103,1032,-154,-166,-630,-4970,8820,111.0,0
118,1022,-165,-289,-2310,2450,2380,111.0,0
133,999,-187,-190,4060,4900,-700,108.0,0
148,1045,15,1,490,8610,-5180,108.0,0
158,1033,36,-87,280,8610,-5460,110.0,0
173,1015,14,69,420,8260,-4760,111.0,0
188,1022,111,39,560,7070,-3850,111.0,0
198,1017,27,83,840,6020,-2450,111.0,0
213,999,95,96,1960,2940,70,112.0,0
228,995,102,133,1680,1050,1470,112.0,0
238,1002,113,111,1610,-770,2870,111.0,0
253,990,134,211,1890,-5460,6090,110.0,0
272,1014,47,75,2590,-10990,8960,111.0,0
287,1028,21,-19,2660,-11900,8960,111.0,0
297,1042,-72,-212,2170,-11130,7490,108.0,0
312,1053,-197,-430,700,-2520,4970,115.0,0
327,1062,-199,-476,210,11550,-2450,115.0,0
337,1066,-170,-360,-70,17150,-5810,109.0,0
352,1140,-141,-221,-3010,20930,-8960,112.0,0
367,1018,-424,-115,3430,23450,-14070,112.0,0
377,1042,166,344,2100,20440,-14770,110.0,0
392,1022,64,146,2380,16310,-12320,111.0,0
407,949,261,366,3850,8260,-7350,111.0,0
417,891,318,327,2240,3290,-4130,113.0,0
432,861,329,412,1330,-1540,3920,115.0,0
447,882,229,419,1120,-12880,8120,115.0,0
457,1063,266,170,1120,-19110,11550,114.0,0
472,1011,224,139,1470,-24430,18340,115.0,0
487,968,119,80,910,-24990,20020,110.0,0
502,1212,-269,-370,3850,-24150,19250,110.0,0
512,1038,-355,-178,5390,-19810,15050,111.0,0
531,1124,-103,-332,-1960,-9730,8540,111.0,0
546,961,-372,-322,-2100,-4830,3920,112.0,0
561,975,-165,-222,2170,3570,-5810,112.0,0
571,1094,78,-107,1610,6720,-9380,110.0,0
586,1049,-41,-135,-1050,10990,-11270,108.0,0
601,1079,-17,-90,-350,11970,-11830,108.0,0
