t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm
77,1014,17,21,2240,-2030,1680,99.0
93,1015,15,18,2240,-1960,1820,99.0
108,1013,15,25,2240,-1960,1890,103.0
123,1015,18,17,2240,-2030,1890,102.0
138,1015,14,18,2240,-1960,1890,101.0
153,1015,18,13,2170,-1890,1960,101.0
163,1016,14,15,2170,-1820,2030,104.0
178,1015,14,20,2170,-1750,2030,100.0
193,1014,17,26,2240,-1820,2170,100.0
203,1015,15,26,2240,-1890,2170,104.0
218,1015,13,25,2310,-2030,2310,102.0
233,1014,11,26,2310,-2100,2240,102.0
243,1014,14,21,2310,-2170,2170,102.0
258,1016,6,19,2240,-2240,2170,104.0
277,1017,11,19,2310,-2170,2030,103.0
292,1015,4,13,2310,-2030,1750,103.0
302,1017,7,11,2240,-1890,1680,104.0
317,1017,5,10,2170,-1820,1540,104.0
332,1018,4,1,2030,-1470,1190,104.0
342,1016,4,19,2030,-1330,980,103.0
357,1017,6,16,2100,-1330,770,103.0
372,1018,25,41,2170,-1470,770,103.0
382,1012,6,27,2240,-1750,840,102.0
397,1016,15,24,2310,-1960,770,103.0
412,1016,30,11,2240,-2030,980,103.0
422,1016,2,31,2170,-2030,980,104.0
437,1013,1,33,2380,-2240,840,103.0
452,1017,17,23,2310,-2030,840,103.0
462,1017,13,16,2030,-2030,910,102.0
477,1017,14,26,2240,-2030,770,100.0
492,1014,23,17,2170,-2100,840,100.0
502,1015,19,17,2170,-2100,910,102.0
517,1019,16,19,2310,-2030,840,102.0
536,1025,8,18,2380,-1750,840,104.0
551,1015,31,-2,2170,-1190,910,104.0
561,1017,32,-1,2100,-910,1190,103.0
576,1018,16,-1,1610,-770,1400,104.0
591,1018,13,12,1960,-210,1400,104.0
601,1016,16,14,1890,-140,1330,102.0
616,1013,28,20,2030,0,1400,105.0
631,1012,26,30,1890,-70,1610,105.0
641,1015,27,24,2100,-70,1750,101.0
656,1015,30,26,2240,-140,2170,104.0
671,1012,39,21,1960,-350,2380,104.0
681,1016,27,29,2240,-280,2730,101.0
696,1014,32,39,2240,-630,3150,104.0
711,1011,31,28,2310,-700,3430,100.0
726,1020,9,21,2240,-840,3640,100.0
736,1011,33,16,2170,-770,3710,103.0
751,1017,11,19,2030,-700,3850,101.0
766,997,-23,13,1680,-490,4130,101.0
776,997,47,52,2310,-490,4200,104.0
793,1038,34,35,2310,-840,4830,101.0
808,893,59,-13,2450,490,5250,101.0
818,1031,-23,56,1120,700,5250,102.0
833,1012,27,72,1400,0,4270,104.0
848,1033,43,57,1120,-1120,4550,104.0
858,1046,25,-11,1680,-700,5040,105.0
873,1052,108,-39,70,630,5880,104.0
888,1036,68,95,-6510,560,5110,104.0
898,1041,109,87,-9730,420,4830,102.0
913,1031,141,49,-12880,420,4970,103.0
928,1061,126,64,-19180,840,5460,102.0
943,1086,131,50,-21490,1120,5530,102.0
953,1086,137,52,-23380,1680,5740,104.0
968,1090,111,48,-25620,2660,5950,105.0
983,1081,110,62,-25550,3500,5670,105.0
