t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm
330961,980,-81,132,18410,16240,47530,120.0
331065,1012,-178,276,26460,10220,37380,120.0
331080,1018,-198,300,30170,5670,24500,123.0
331095,951,-210,294,35210,-5390,17780,127.0
331110,921,-184,272,36470,-15820,5460,129.0
331125,927,-180,158,38500,-19530,140,129.0
331139,894,-207,97,40390,-23100,-10220,127.0
331154,841,-239,46,44240,-23730,-15960,128.0
331169,832,-211,27,43400,-23870,-27650,129.0
331184,849,-206,63,42000,-24010,-32970,129.0
331194,878,-171,48,40600,-24570,-38220,131.0
331209,899,-137,-2,37100,-24710,-46550,130.0
331224,880,-118,-17,34650,-23870,-53760,130.0
331234,872,-109,-18,31500,-22610,-57190,128.0
331249,879,-97,-47,25060,-20020,-60410,134.0
331264,882,-102,-69,22120,-15680,-66220,132.0
331279,924,-79,-63,17360,-13160,-68740,132.0
331289,903,-71,-34,15470,-10710,-70910,132.0
331304,881,-72,1,10850,-8120,-75250,129.0
331319,960,-110,14,7910,-7210,-77980,129.0
331329,1023,-20,99,5110,-6650,-80430,127.0
331344,1082,33,69,-700,-9380,-82880,122.0
331359,1133,-7,91,-4270,-9450,-83650,122.0
331369,1126,30,94,-8050,-10570,-83860,119.0
331384,1114,-6,109,-17780,-10920,-84210,119.0
331403,1131,51,157,-31850,-13300,-85610,121.0
331418,1185,83,201,-47040,-17570,-85470,121.0
331428,1224,75,220,-52710,-20440,-84840,118.0
331443,1247,15,232,-57050,-23520,-84560,117.0
331458,1260,-22,210,-59990,-29470,-84350,117.0
331468,1276,106,121,-57680,-31850,-82390,116.0
331483,1293,-1,187,-53410,-32690,-80780,119.0
331498,1276,23,102,-44240,-35910,-79030,119.0
331508,1243,-12,23,-39550,-36260,-77560,120.0
331523,1208,11,0,-34650,-33530,-74060,125.0
331538,1142,-33,-96,-24010,-31080,-72030,125.0
331548,1100,66,-103,-17150,-27580,-69650,124.0
331563,1044,19,-96,-4830,-20930,-63280,130.0
331578,955,9,-61,210,-18200,-60480,131.0
331593,908,44,37,9590,-15400,-54390,131.0
331615,798,109,45,17640,-15960,-47180,134.0
331630,770,121,66,25620,-17430,-37660,134.0
331645,687,109,72,29470,-18900,-32900,134.0
331662,693,123,66,36260,-21630,-23870,131.0
331677,740,128,70,39270,-23870,-15120,134.0
331692,861,192,33,44310,-24920,-10430,134.0
331702,839,150,34,45780,-24710,-5740,128.0
331717,799,152,40,45710,-24500,980,135.0
331732,763,129,27,44310,-24080,3570,135.0
331742,763,117,43,42910,-23520,5390,134.0
331757,798,143,42,38080,-21630,7140,132.0
331772,894,172,46,35910,-21070,10500,131.0
331787,915,106,17,31430,-18900,11970,131.0
331797,919,166,28,29120,-17500,12740,129.0
331812,952,125,29,23380,-14840,13720,132.0
331827,990,109,55,20020,-13720,13440,132.0
331837,1020,127,76,16800,-12740,13020,126.0
331852,1113,164,87,11200,-11620,13650,125.0
331867,1171,151,88,8470,-10990,14140,125.0
331877,1137,147,94,5460,-10360,14280,124.0
331892,1104,136,90,-1540,-8960,13650,118.0
331907,1076,139,104,-5530,-7910,11970,118.0
331922,1072,149,65,-14210,-6720,11200,117.0
331937,1101,146,63,-23590,-3850,8960,116.0
331952,1143,175,55,-27790,-2170,7840,112.0
331967,1332,371,-1006,19040,-8750,15610,112.0
331977,1998,-848,875,110740,10150,40950,111.0
331992,581,343,-33,103110,5040,37660,113.0
332007,803,201,68,98840,15400,36120,113.0
332017,672,104,-249,102620,10780,30450,112.0
332032,1075,632,-313,110740,12740,29190,113.0
332047,1273,-331,-26,100380,7000,29190,110.0
332062,918,408,-75,64960,-2170,29890,110.0
332072,801,694,-219,41160,-8120,30730,110.0
332087,1033,194,-48,22120,-11900,31150,104.0
332102,1060,124,-295,-15470,-19110,32130,104.0
332112,972,198,-290,-26880,-20160,31080,108.0
332127,1043,-32,-303,-32690,-19950,26180,110.0
332142,1096,0,-345,-29750,-15470,22960,110.0
332152,1003,-14,-129,-25900,-11340,21140,110.0
332167,985,251,-157,-21770,-9800,18970,106.0
332186,940,245,-76,-12880,-8750,19250,111.0
332201,975,230,-106,-910,-7140,20440,111.0
332211,1006,216,-83,4900,-6510,21910,105.0
332226,991,150,-128,17080,-4410,24150,104.0
332241,958,221,-80,23170,-3640,25130,104.0
332251,985,158,-109,29120,-3430,26040,104.0
332266,999,123,-105,41510,-1260,27160,109.0
332281,1004,96,-132,45920,-770,27580,109.0
332291,1003,119,-173,49210,-140,28140,106.0
332306,975,174,-198,51100,1190,28840,104.0
332321,981,165,-213,50330,2380,31010,104.0
332331,975,182,-216,48790,3080,32130,102.0
332346,1038,99,-308,47320,4480,33180,103.0
332361,1228,-21,-359,-10290,2450,34930,103.0
332371,1029,-200,-58,-22190,5110,34160,101.0
332386,1033,-112,-519,-1610,6650,30660,105.0
332401,1019,-141,-133,-3990,13020,24920,105.0
332416,1001,-92,-236,-2450,15260,17220,105.0
332426,963,-153,-243,2940,16590,13580,103.0
332443,986,-120,-93,2310,17010,10360,103.0
332458,973,50,-161,-1470,17010,7210,103.0
332468,1009,81,-136,770,17290,6930,103.0
332483,1013,104,-137,3010,16940,8330,105.0
332498,1016,158,-13,70,16170,9730,105.0
332508,1050,172,92,-2240,14490,11550,105.0
332523,1048,190,41,-6440,10710,15820,100.0
332538,1051,221,49,-8820,8750,18550,100.0
332548,1052,202,-3,-9800,6930,21000,103.0
332563,1044,214,-115,-6510,4480,26180,103.0
332578,1037,156,-117,-4340,4340,28700,103.0
332588,1014,80,-127,-770,4130,30450,105.0
332603,1028,68,-73,2100,4270,32410,107.0
332624,991,-27,-210,-770,5320,33460,105.0
332639,1002,-32,-175,-7560,8890,33250,105.0
332654,989,-103,-236,-12740,11550,32760,105.0
332664,969,-152,-229,-17500,14280,31850,107.0
332679,982,-137,-195,-28700,19740,29050,105.0
332698,984,-118,-180,-42910,25270,26460,105.0
332713,1000,-116,-140,-51450,28210,23940,105.0
332723,1010,-80,-162,-60830,31150,22750,106.0
332738,1025,-99,-173,-85260,38010,22190,106.0
332753,1018,-102,-173,-96390,45640,21210,106.0
332763,1019,-55,-167,-118930,49070,21630,102.0
332778,876,-74,-47,-126770,52360,23030,104.0
332793,1179,116,-94,-138040,54180,24990,104.0
332803,1232,79,101,-150290,51870,22750,105.0
332818,1190,433,173,-160720,48790,22750,105.0
332833,1337,423,294,-175000,40530,25550,105.0
332843,1256,330,104,-180390,36540,26740,109.0
332858,1494,331,78,-182770,31780,29750,108.0
332873,1315,374,35,-178710,26390,31850,108.0
332883,1190,315,123,-172620,28000,34160,112.0
332898,1181,179,77,-146090,26390,35140,117.0
332913,1076,251,162,-119350,26040,37170,116.0
332928,1044,-52,233,-40530,28280,39340,116.0
332938,1009,31,165,280,27230,38640,118.0
332955,984,140,236,59640,25690,36680,120.0
332970,954,283,234,77280,23240,35980,120.0
332980,936,200,138,87640,21980,34300,127.0
332995,900,439,146,85470,22260,29960,124.0
333010,893,258,191,76650,22050,27790,124.0
333020,917,360,140,65380,20860,24220,131.0
333035,923,190,222,41930,19180,18410,127.0
333050,948,175,256,30170,16520,9660,127.0
333060,971,111,296,18690,8330,4970,130.0
333075,1018,16,246,2870,4270,490,129.0
333090,988,-70,225,3990,-2730,-8890,132.0
333105,888,-100,177,9170,-5530,-14070,132.0
333115,842,-109,149,15680,-8190,-18340,129.0
333130,796,-140,99,28980,-11620,-26670,132.0
333145,752,-95,74,33740,-12950,-30730,132.0
333155,776,-98,79,36890,-14000,-37940,128.0
333170,857,-69,59,39900,-15610,-41090,129.0
333185,882,-76,53,41300,-16660,-46410,129.0
333195,911,-70,35,42980,-16730,-48650,129.0
333214,907,-31,0,45850,-15890,-52220,129.0
333229,876,0,-50,45360,-14700,-53480,127.0
333244,846,-31,-30,42070,-11760,-56280,127.0
333254,838,-41,-51,39340,-10080,-58030,124.0
333269,868,5,-25,36750,-8680,-58870,122.0
333284,927,-6,-13,32130,-6440,-60550,122.0
333294,983,-18,8,29890,-5320,-61670,121.0
333309,1094,-20,23,27720,-4620,-63980,116.0
333324,1135,-57,76,22890,-4060,-65380,116.0
333334,1158,-38,76,20160,-4760,-67200,117.0
333349,1163,-44,73,14490,-5950,-70700,118.0
333364,1164,-32,97,11900,-7210,-72240,118.0
333374,1145,-24,100,9450,-8330,-73500,116.0
333389,1135,5,106,5530,-10780,-74830,119.0
333404,1117,-4,112,3640,-11970,-74970,119.0
333419,1131,13,165,-280,-15610,-75460,119.0
333429,1170,22,188,-840,-18060,-75250,117.0
333444,1251,38,185,560,-23660,-72590,119.0
333459,1299,53,132,7350,-26110,-70560,119.0
333476,1299,71,57,15890,-28140,-65240,118.0
333491,1277,59,32,20300,-28140,-62370,122.0
333506,1240,-26,-36,30310,-26530,-56980,123.0
333521,1182,64,-35,38290,-23170,-51030,123.0
333531,1113,28,-11,45500,-22260,-48020,126.0
333546,971,63,7,56420,-21140,-44800,132.0
333561,874,46,56,62720,-21490,-39480,133.0
333576,715,24,121,64680,-22960,-37380,133.0
333586,660,35,110,66290,-25270,-35630,132.0
333601,611,54,127,69650,-29610,-31220,134.0
333616,577,72,97,71540,-31990,-25620,134.0
333630,575,87,110,75040,-35350,-22610,137.0
333645,566,65,114,76370,-37170,-17430,137.0
333660,603,101,143,78330,-41230,-14840,134.0
333675,659,123,150,79240,-45850,-8820,134.0
333685,722,150,138,80080,-47600,-5110,132.0
333700,829,183,138,81200,-49000,-1540,132.0
333715,851,271,173,80290,-51660,6300,132.0
333727,928,145,117,76930,-48440,7140,130.0
333742,1010,150,153,72940,-48720,8260,131.0
333757,1254,205,-12,70140,-46200,9800,123.0
333772,1347,208,74,64120,-39620,10920,123.0
333782,1432,261,-9,58380,-34720,10920,121.0
333797,1409,275,-20,51030,-30030,10360,120.0
333812,1341,304,-4,31430,-18200,7280,120.0
333822,1259,318,-21,19740,-12460,5110,117.0
333837,1073,325,-6,6160,-6370,140,115.0
333852,1487,-1772,-1442,187460,-11130,27930,115.0
333862,960,1493,1115,316050,13790,29610,112.0
333877,1190,999,-6,261730,7560,31010,112.0
333892,981,264,-121,251720,10780,27580,112.0
333902,841,448,-148,238910,12320,28140,108.0
333917,801,-69,-808,207970,8190,25760,112.0
333932,1012,111,-328,191170,6720,25340,112.0
333942,1031,9,-616,163940,4830,24920,107.0
333957,981,92,-732,115360,3640,22330,104.0
333972,1081,470,-1137,64750,-3920,20160,104.0
333986,846,-401,-5,-50190,-4830,21910,107.0
334001,1002,193,-789,-43260,-8890,16310,104.0
334016,1077,-222,-166,-10500,210,14070,109.0
334031,1114,-94,-364,-4760,4900,12740,109.0
334041,1017,223,-457,-8890,7560,11970,105.0
334056,866,-50,-514,-8750,8540,10290,101.0
334071,878,19,-438,-6720,11060,7280,101.0
334081,908,65,-443,-10500,11550,5740,104.0
334096,968,-62,-479,-15610,11900,4970,105.0
334111,1049,182,-403,-19670,13720,4060,105.0
334126,1027,144,-565,-33880,13510,3920,105.0
334136,996,180,-506,-52150,13510,3500,105.0
334151,997,227,-428,-93450,12950,3780,107.0
334166,978,474,-229,-159950,16590,350,107.0
334176,939,1027,133,-188160,14140,2800,108.0
334191,957,-432,-768,-129430,11060,10780,105.0
334206,818,749,-34,-126350,9450,14210,105.0
334216,954,510,90,-153300,14070,13090,110.0
334231,914,364,112,-169330,15120,17990,109.0
334248,819,131,-423,-56770,6580,21350,106.0
334263,831,547,74,-22120,6300,25270,106.0
334273,890,55,118,-22610,9310,23380,110.0
334288,930,135,45,-21980,11690,24290,106.0
334303,973,222,-385,35070,10010,25970,106.0
334313,965,497,131,53410,11060,25340,107.0
334328,1054,275,51,53130,10430,25060,105.0
334343,966,36,-109,74270,11200,26320,105.0
334353,940,180,-95,85260,11830,26180,107.0
334368,941,63,-216,102830,13370,25410,102.0
334383,975,57,-142,113330,14210,24780,102.0
334393,1284,170,-446,118720,14490,24360,102.0
334408,1065,-673,-801,6860,-3990,24360,104.0
334423,920,-253,525,-4760,9870,21070,104.0
334433,1288,318,-25,-6090,700,19950,105.0
334448,1058,-173,-395,-16940,10290,17360,108.0
334463,947,-118,8,-7910,9170,8470,108.0
334473,826,-209,-632,5950,10290,5880,104.0
334488,1059,-241,13,4900,11900,3150,105.0
334507,926,-17,-279,2310,12460,-2170,103.0
334522,1005,-45,-235,5600,11760,-5530,103.0
334532,1068,130,-83,7420,12320,-5670,106.0
334547,1002,160,-176,5670,11690,-4900,101.0
334562,1003,169,-191,3710,11200,-910,101.0
334572,1002,186,-167,2520,11130,1470,106.0
334587,996,209,-199,1470,10500,6580,103.0
334602,999,160,-190,-210,10010,9170,103.0
334612,999,144,-182,-280,10080,11200,105.0
334627,997,111,-240,-1120,10780,14000,103.0
334646,1014,41,-139,-560,11340,14350,104.0
334661,999,-1,-222,-630,12040,13720,104.0
334671,993,-35,-177,-490,12740,12460,105.0
334686,1010,23,-164,210,13020,10150,102.0
334701,1008,117,-183,980,12950,9870,102.0
334711,996,10,-183,210,13440,10010,102.0
334726,1001,56,-163,1330,13300,9170,102.0
334741,996,37,-155,1190,13160,8890,104.0
334758,996,0,-183,1960,13300,8540,104.0
334768,1013,43,-143,1540,13790,8050,102.0
334783,1028,30,-150,840,14350,7980,100.0
334798,1013,107,-191,1610,14210,8820,100.0
334808,1014,76,-147,700,14910,9590,98.0
334823,1003,54,-297,-980,16240,10360,102.0
334838,1016,47,-269,-4690,21490,10990,102.0
334848,1025,72,-310,-7210,25130,11270,102.0
334863,1016,77,-411,-11760,30030,11830,102.0
334878,1014,108,-471,-28560,42350,13860,102.0
334888,1018,114,-428,-42980,49420,15260,102.0
334903,1047,280,-308,-64050,56840,16870,100.0
334918,1098,212,-129,-121100,71540,24360,99.0
334933,1071,297,-46,-148680,80990,35490,99.0
334943,1024,320,57,-173740,81830,40740,101.0
334958,1710,-649,541,-185920,82740,45920,106.0
334973,1005,1672,-607,-99190,73080,35070,106.0
334983,1390,270,-652,-112070,73570,39340,106.0
334998,1154,-457,664,-109270,70840,44030,110.0
335017,832,453,-331,-115500,52710,37240,110.0
335032,1041,282,188,-120820,49910,36680,110.0
335042,1010,279,-197,-118930,47950,36050,115.0
335057,925,409,221,-117180,51590,32760,116.0
335072,1132,36,26,-105490,45010,31430,116.0
335082,1025,232,306,-90790,45640,29400,118.0
335097,1026,151,123,-71260,39620,28910,124.0
335112,986,78,278,-14280,38360,27790,124.0
335122,989,111,194,10710,34790,25900,125.0
335137,974,174,243,32130,28070,22190,131.0
335152,961,67,128,28210,23660,17920,131.0
335162,942,249,354,18830,21490,12880,127.0
335177,943,169,314,-3220,9030,5530,134.0
335192,872,111,334,-14980,3430,-2520,134.0
335202,836,57,245,-23870,-7350,-6580,131.0
335217,777,-71,196,-30660,-11200,-10500,132.0
335232,784,-74,107,-24780,-16450,-18270,132.0
335242,814,-58,73,-21070,-16940,-21700,132.0
335257,810,-104,11,-16800,-16940,-24850,134.0
335276,798,-107,-4,-9870,-15680,-31150,132.0
335291,788,-102,36,-5110,-14280,-37100,132.0
335301,791,-69,33,-3990,-14140,-39690,134.0
335316,837,-54,38,-2450,-14070,-41790,126.0
335331,848,-35,20,1050,-13580,-44450,131.0
335346,883,-39,24,3150,-13160,-45920,131.0
335356,901,-39,18,5950,-12530,-46550,133.0
335371,881,-92,26,11760,-12390,-47530,130.0
335386,879,-71,39,17500,-12600,-50260,130.0
335396,893,-63,44,20020,-13020,-51240,130.0
335411,996,-62,113,22050,-13720,-52500,134.0
335426,1054,-46,118,25690,-17500,-54460,134.0
335436,1074,-50,94,27720,-19320,-55160,135.0
335451,1058,-40,71,29260,-20790,-56770,132.0
335466,1093,-18,21,30660,-22120,-57400,132.0
335476,1095,-29,47,30590,-21980,-58030,132.0
335491,1115,-6,26,30380,-21980,-59080,130.0
335506,1106,-34,11,28840,-21420,-59780,130.0
335516,1119,-27,23,27160,-20930,-60900,129.0
335533,1148,99,101,23310,-21350,-62370,126.0
335548,1163,178,88,20370,-23170,-59430,124.0
335563,1227,116,166,3850,-22960,-60130,124.0
335573,1273,165,142,-7350,-25410,-60270,123.0
335588,1305,164,103,-26390,-27510,-57890,128.0
335603,1314,96,79,-31850,-28490,-56700,128.0
335613,1302,88,64,-34860,-28560,-55510,130.0
335628,1282,112,-7,-34230,-27860,-50540,128.0
335649,1260,58,67,-27930,-26040,-44800,132.0
335664,1242,78,81,-21840,-26460,-40810,134.0
335679,1096,68,10,-19320,-25970,-38850,134.0
335689,1001,70,-8,-17290,-24850,-37100,134.0
335704,908,77,33,-14630,-22190,-34020,130.0
335719,773,33,91,-14000,-21910,-33110,130.0
335729,672,61,124,-13510,-23030,-32620,133.0
335744,583,87,179,-12250,-27720,-30870,134.0
335759,494,126,195,-10920,-31080,-27020,134.0
335769,456,147,214,-9380,-38850,-24360,135.0
335786,474,107,190,-6440,-42420,-21840,134.0
335801,528,162,45,2730,-48300,-18340,137.0
335816,642,53,99,12530,-48790,-11060,137.0
335826,683,98,94,26180,-49700,-6790,134.0
335841,733,139,76,58030,-48650,-1890,139.0
335856,743,200,43,71890,-47740,7420,139.0
335866,744,264,71,88200,-47250,12530,133.0
335881,802,249,-10,90650,-46550,16870,133.0
335896,801,350,64,85890,-43820,22820,133.0
335906,856,331,44,80500,-41860,25060,130.0
335921,940,352,69,73150,-38990,26670,132.0
335936,993,386,38,52780,-33390,26600,122.0
335951,1174,358,72,40110,-29680,23940,122.0
335961,1261,382,64,26040,-22120,21700,120.0
335976,1710,619,-423,-1260,-18410,19250,113.0
335991,1998,-1273,-1503,184870,15610,50190,113.0
336001,1540,186,1665,162120,-6860,49000,111.0
336016,986,106,-1227,162820,3500,51170,113.0
336031,506,3,-323,193690,15540,40320,113.0
336048,457,49,-666,183680,16100,30800,110.0
336063,1621,-83,-166,210280,15470,31990,107.0
336078,1223,-172,-128,150010,9800,31360,110.0
336093,766,273,-625,116970,8680,29680,105.0
336108,874,-27,-569,51450,1050,25620,105.0
336118,1001,10,-501,18550,-210,24430,105.0
336133,1080,70,-672,-15960,-2730,20230,107.0
336148,967,26,-509,-68250,-3640,18200,107.0
336158,999,26,-566,-87430,-4060,16450,105.0
336173,1006,-6,-467,-102130,-4200,13230,105.0
336188,979,121,-298,-123340,-5110,12600,105.0
336198,963,124,-237,-130760,-6440,12460,106.0
336213,948,107,-176,-135940,-11200,12390,104.0
336228,973,161,-110,-136710,-13720,12460,104.0
336238,1012,61,-100,-137480,-16240,12740,109.0
336253,1045,92,-136,-131110,-19110,12670,110.0
336268,1028,141,-167,-126770,-19810,10360,110.0
336278,978,137,-165,-122360,-19250,9100,109.0
336293,956,-23,-165,-108570,-17640,8610,111.0
336312,961,138,-198,-88480,-15050,7420,107.0
336327,973,160,-198,-69090,-12180,6650,107.0
336337,964,193,-213,-58590,-10150,6790,111.0
336352,895,191,-137,-47810,-8260,7140,110.0
336367,928,218,-241,-26530,-3920,8190,110.0
336377,934,203,-161,-14630,-1400,8680,112.0
336392,970,236,-185,-3990,0,9100,112.0
336407,948,195,-157,15960,2870,10360,112.0
336417,947,189,-112,25830,4760,11130,114.0
336432,902,157,-129,35280,6440,10080,111.0
336447,904,336,-255,56840,7490,9450,109.0
336462,1073,132,-94,67060,8050,10640,109.0
336472,1089,27,-61,70910,7980,11130,110.0
336487,962,166,-227,71960,7980,11130,107.0
336502,951,127,-243,70070,6300,10360,107.0
336512,977,123,-237,65660,5250,10010,107.0
336527,1024,81,-215,58870,4130,9450,107.0
336542,1030,76,-311,42350,1960,8890,107.0
336552,1000,107,-380,33740,1820,8260,105.0
336571,996,94,-398,16100,2380,6650,107.0
336586,1004,80,-417,5880,3080,5180,106.0
