t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm,event
31712,489,-792,225,-505330,39690,-39760,138.0,0
31727,-759,-787,1980,-324310,56700,-37240,148.0,0
31742,-207,-1997,1153,-181860,20930,-42840,148.0,0
31752,113,-1858,1485,-151900,3990,-52990,149.0,0
31767,563,-1997,1478,-116830,-17640,-49490,148.0,0
31782,353,-1892,429,-63770,-49070,-44520,148.0,0
31792,440,-669,-431,10710,-75110,-43680,139.0,0
31807,568,-265,1735,24150,-86170,-46760,136.0,0
31822,922,-1125,229,59850,-102690,-51240,136.0,0
31839,839,-1125,782,131810,-113470,-49490,128.0,0
31854,581,-1017,443,159530,-118370,-50680,128.0,0
31869,682,-1149,-43,224070,-122920,-48160,131.0,0
31884,775,-1210,-278,264180,-123550,-39900,128.0,0
31899,1324,80,59,384160,-114520,-33320,128.0,0
31909,1799,1997,489,379890,-102760,-39060,122.0,0
31924,-537,1186,-1021,453600,-81270,-46760,121.0,0
31939,1437,-748,-9,494760,-51450,-33740,121.0,0
31949,883,249,-1344,511630,-26880,-11900,120.0,0
31964,527,802,-1413,559020,13230,5320,122.0,0
31979,1187,-260,-1934,575820,36680,8820,122.0,0
31989,852,289,-1566,572390,57470,12040,118.0,0
32004,1213,-534,-1888,466550,76440,11340,116.0,0
32019,1133,222,-1769,390040,94150,2730,116.0,0
32029,1180,263,-1822,287210,98560,-3220,112.0,0
32044,1056,429,-1773,57960,101360,-10080,114.0,0
32059,998,429,-1807,-160790,103250,-21630,114.0,0
32069,1023,222,-1593,-236950,103740,-27090,110.0,0
32083,1648,1975,-247,-240240,105420,-53270,115.0,0
32106,1508,917,-1431,-344610,112560,-73640,122.0,0
32121,886,-25,-587,-417270,104090,-77980,146.0,0
32136,644,281,-706,-488950,91280,-83650,146.0,0
32146,574,-259,-212,-516180,81200,-85260,143.0,0
32161,576,-632,-116,-534590,72800,-85050,146.0,0
32176,551,-775,296,-564200,39830,-89040,146.0,0
32186,318,-364,792,-577990,18200,-94850,148.0,0
32201,515,-693,471,-582750,-7350,-91350,156.0,0
32216,397,-1132,1022,-563360,-48930,-92050,156.0,0
32226,533,-1423,1123,-538230,-71190,-95410,157.0,0
32241,746,-1630,1004,-459130,-101570,-102970,151.0,0
32264,1073,-1998,812,-322980,-112420,-107170,133.0,0
32279,986,-1998,917,-239890,-106260,-103530,130.0,0
32294,887,-1998,879,-60620,-99820,-98350,130.0,0
32304,848,-1998,817,29260,-92540,-91280,125.0,0
32319,830,-1998,425,199430,-83020,-74550,125.0,0
32334,759,-1726,286,273840,-79520,-66150,125.0,0
32352,845,-1172,-300,421470,-68320,-49210,132.0,0
32367,781,-900,-430,545650,-63420,-39270,132.0,0
32382,-1085,1386,-380,519680,-58170,-75110,132.0,0
32397,210,20,508,651560,-43330,-60760,128.0,0
32412,1005,-367,-122,631750,-30100,-7980,128.0,0
32422,639,165,-1794,634270,-23800,-1400,122.0,0
32437,957,150,-1573,679140,4900,11410,120.0,0
32452,997,37,-1552,690200,22050,24850,120.0,0
32462,1237,-372,-753,605500,28420,26880,115.0,0
32477,1120,1870,-1401,437990,23520,10780,115.0,0
32492,953,255,-356,146090,45010,17010,115.0,0
32502,1452,-97,35,51870,65940,-70,117.0,0
32517,1627,418,-652,-66290,70490,-4130,122.0,0
32532,1494,619,38,-243950,99400,-16520,122.0,0
32542,1515,497,-963,-313950,105000,-21070,128.0,0
32557,1221,504,152,-349790,119910,-17710,133.0,0
32572,785,80,-446,-381220,124180,-16660,133.0,0
32582,1009,153,90,-386540,125300,-15820,142.0,0
32597,1318,22,-180,-387940,124110,-13860,155.0,0
32616,1052,94,-150,-309540,124460,-350,157.0,0
32631,743,-900,26,-214620,131880,10780,157.0,0
32641,708,-617,-62,-121870,132160,13090,165.0,0
32656,723,-625,154,38150,132090,14840,175.0,0
32671,676,-191,93,81410,128030,5950,188.0,0
32686,736,52,50,108360,116830,910,188.0,0
32696,734,96,199,108710,111580,-2940,190.0,0
32711,804,-57,58,105280,99400,-11060,193.0,0
32726,883,199,134,94570,92960,-12740,193.0,0
32736,875,272,100,88200,86800,-12110,186.0,0
32751,878,193,149,62090,74480,-11550,179.0,0
32766,807,336,157,40880,67830,-10500,179.0,0
32776,767,363,157,16240,61320,-9800,199.0,0
32791,769,277,110,-35910,48440,-8610,210.0,0
32806,799,246,107,-53200,43190,-5740,210.0,0
32816,821,144,69,-63000,38360,-4130,214.0,0
32831,866,125,79,-65170,30380,-2170,222.0,0
32846,880,171,93,-61530,22190,1610,222.0,0
32856,925,231,52,-58870,18620,4410,228.0,0
32879,958,145,60,-53270,11060,5110,229.0,0
32894,991,143,127,-43330,3080,6790,226.0,0
32909,1024,116,174,-36190,-1540,6790,220.0,0
32924,1030,57,114,-17990,-10430,7140,220.0,0
32934,1004,12,140,-6860,-14700,6510,223.0,0
32949,952,-30,135,5880,-18620,6160,217.0,0
32964,916,-43,149,34790,-26530,4480,217.0,0
32974,841,-42,161,50890,-30380,4130,209.0,0
32989,793,-33,166,66710,-38430,3780,209.0,0
33004,734,16,202,91140,-42560,3500,209.0,0
33014,707,7,214,97090,-47320,2730,201.0,0
33029,715,45,249,99820,-58100,210,190.0,0
33044,752,50,217,102410,-63280,-210,190.0,0
33054,752,65,204,108780,-67830,490,182.0,0
33069,773,46,129,129710,-74200,4270,187.0,0
33084,741,117,103,140000,-76090,9660,182.0,0
33099,813,266,96,150080,-77350,13860,182.0,0
33109,899,222,-71,148820,-76650,17010,177.0,0
33132,936,242,58,134050,-74410,20790,161.0,0
33147,944,322,118,111720,-71050,21420,155.0,0
33162,1010,231,15,99540,-68460,20860,155.0,0
33172,1022,283,41,87150,-66780,20090,150.0,0
33187,1033,184,47,57540,-65940,18480,141.0,0
33202,1043,244,59,28070,-63490,13510,141.0,0
33212,1174,276,-28,-46130,-58450,11340,136.0,0
33227,168,437,-265,-299740,-34650,1400,135.0,0
33242,246,-741,116,-331870,-13300,-1890,131.0,0
33265,811,7,-285,-270550,-7700,-1610,134.0,0
33280,813,-490,-532,-150710,2380,11130,134.0,0
33290,821,-182,484,-112980,8960,14910,133.0,0
33305,1321,-170,-73,-124600,7350,26390,136.0,0
33320,877,-259,-78,-133910,12390,31500,136.0,0
33330,925,-344,52,-100380,15190,35980,138.0,0
33345,1009,-272,245,-71540,17640,41230,140.0,0
33360,927,-167,364,-85470,17920,43680,140.0,0
33379,815,-103,462,-114380,16100,44450,140.0,0
33389,830,-176,468,-108080,13440,42700,140.0,0
33404,804,-261,518,-113540,490,33460,134.0,0
33419,736,-449,873,-121520,-9660,24360,137.0,0
33434,1547,-1735,1730,-54250,-21140,5390,137.0,0
33444,136,-1520,887,-34790,-37590,560,135.0,0
33459,441,-1373,867,-21980,-50680,-22540,132.0,0
33474,886,-975,854,24290,-77210,-31220,132.0,0
33484,1155,-808,796,35630,-87080,-38710,126.0,0
33499,894,-1328,931,89670,-92540,-47810,125.0,0
33514,963,-1436,272,125650,-93730,-49000,125.0,0
33524,712,-1191,359,172480,-92960,-49280,124.0,0
33539,798,-1294,-52,273350,-90720,-45990,120.0,0
33554,1266,-495,-207,325080,-88060,-44660,120.0,0
33564,1938,1997,364,340830,-83440,-51380,118.0,0
33579,80,-1451,-652,353500,-80990,-71470,119.0,0
33594,1092,-367,-244,401870,-41370,-36330,119.0,0
33604,885,751,-640,417760,-30870,-27580,117.0,0
33619,795,777,-912,454440,-7420,-14210,121.0,0
33643,1040,185,-1444,387170,20230,14000,118.0,0
33658,953,542,-1854,325500,29120,20370,120.0,0
33673,1028,475,-1787,172200,50120,31570,120.0,0
33683,1100,513,-1742,84560,59360,34650,122.0,0
33698,970,546,-1683,280,67060,36540,121.0,0
33713,959,288,-1230,-145880,80290,39130,121.0,0
33723,947,200,-1141,-205660,85680,39970,119.0,0
33738,875,89,-1003,-254170,91490,41090,120.0,0
33753,1926,1373,1039,-201600,104860,23940,120.0,0
33763,1253,-28,1178,-96040,124320,39830,118.0,0
33778,760,-831,-569,-176680,142030,21700,131.0,0
33793,755,53,43,-194110,138950,16520,131.0,0
33803,999,-348,43,-190960,140560,13370,135.0,0
33818,850,-220,76,-210630,140560,7910,140.0,0
33833,814,-224,49,-206990,137550,6440,150.0,0
33848,537,-576,437,-200550,122850,2520,150.0,0
33858,602,-634,672,-190680,112910,0,146.0,0
33873,444,-582,985,-179550,80920,-8120,146.0,0
33892,274,-863,1387,-151410,36820,-15190,145.0,0
33907,157,-1240,1902,-84070,13720,-14770,145.0,0
33917,80,-1214,1972,-58590,-9870,-12320,144.0,0
33932,140,-752,1451,3010,-60270,-12530,144.0,0
33947,646,-401,911,30870,-83230,-11550,144.0,0
33957,641,-492,677,57260,-101430,-7560,141.0,0
33972,616,-559,667,104860,-130270,-1540,140.0,0
33987,520,-606,575,126280,-143570,1750,140.0,0
33997,508,-632,462,145040,-155470,1050,137.0,0
34012,512,-694,221,170590,-174440,-1120,134.0,0
34027,551,-678,53,178570,-184240,-9520,134.0,0
34037,606,-707,-157,185220,-185010,-16240,126.0,0
34052,1254,477,-1015,193620,-184310,-27020,117.0,0
34067,1538,15,625,176750,-149590,-54670,117.0,0
34077,1004,452,-1849,179060,-155610,-37730,113.0,0
34092,672,15,-1830,200480,-131390,-34160,113.0,0
34107,1293,1018,-1128,196280,-86730,-16660,113.0,0
34117,905,388,-1791,187040,-63070,-5320,116.0,0
34131,942,511,-1939,175420,-37730,19390,116.0,0
34154,1194,788,-1331,101640,38500,43470,115.0,0
34169,947,391,-1264,70350,61880,54110,116.0,0
34184,1025,-209,-130,-1260,93800,63000,116.0,0
34194,935,199,-289,-38640,105000,61810,119.0,0
34209,888,-24,-555,-85680,128520,63280,118.0,0
34224,1983,152,709,-158340,134050,53690,118.0,0
34234,1957,1327,-532,-129780,134540,32480,118.0,0
34249,903,563,-138,-192010,144620,37520,128.0,0
34272,1105,-59,161,-245910,153930,27930,132.0,0
34287,914,21,-225,-268450,150850,27370,140.0,0
34302,1287,-223,597,-279790,140000,21140,140.0,0
34312,1572,-237,699,-290500,123340,13720,148.0,0
34327,1459,-240,997,-300650,73290,-140,153.0,0
34342,1221,-425,1128,-300650,45920,-9450,153.0,0
34352,1131,-380,953,-297360,19040,-33040,164.0,0
34367,1016,-479,401,-225540,-19250,-36330,165.0,0
34382,818,-856,378,-133910,-31010,-37730,165.0,0
34403,636,-596,183,143220,-36260,-44170,148.0,0
34418,431,-167,190,205170,-39900,-47670,148.0,0
34433,407,201,27,260190,-48300,-53270,136.0,0
34448,412,196,-10,265510,-49490,-59640,133.0,0
34463,467,309,-102,242760,-51870,-61530,124.0,0
34478,524,541,-87,227920,-48370,-62230,124.0,0
34488,578,443,-131,212380,-45290,-61880,129.0,0
34503,645,358,-215,176890,-41720,-63140,134.0,0
34518,681,467,-280,138180,-31500,-60760,134.0,0
34528,614,762,-22,96600,-29190,-60970,155.0,0
34543,700,723,-66,42770,-27090,-65940,179.0,0
34558,782,359,-33,-52710,-19950,-68600,179.0,0
34568,844,331,-26,-85400,-16450,-70840,180.0,0
34583,951,196,-89,-106470,-13160,-71540,178.0,0
34598,1006,77,35,-119000,-6650,-71750,178.0,0
34608,1047,43,44,-119770,-5040,-71890,173.0,0
34623,1093,111,-9,-117670,-1820,-69720,169.0,0
34638,1076,6,37,-115360,-1610,-67270,172.0,0
34661,1036,28,-20,-102970,1050,-63210,169.0,0
34676,1000,-8,88,-93940,910,-60690,169.0,0
34686,1026,-34,-75,-79940,1120,-56840,173.0,0
34701,956,-87,-23,-44730,3430,-48790,167.0,0
34716,929,-52,21,-27090,4340,-44030,167.0,0
34726,879,-30,43,-11900,5040,-39830,165.0,0
34741,864,-32,27,7630,5250,-32060,160.0,0
34756,820,32,54,14420,5320,-25200,160.0,0
34766,791,-6,44,19740,4550,-21700,154.0,0
34781,766,-3,-16,29610,5600,-17920,149.0,0
34796,756,46,-12,39480,7560,-10010,150.0,0
34811,821,20,-37,44660,8890,-6020,150.0,0
34821,873,28,-39,49560,10150,-2170,142.0,0
34836,951,32,75,55300,10500,4900,133.0,0
34851,1058,69,84,52290,9170,7560,133.0,0
34861,1466,783,626,52430,6790,32830,129.0,0
34876,1190,308,-443,-211680,-48790,44450,129.0,0
34891,-877,741,1366,-119980,-52850,57890,129.0,0
34905,1550,386,231,-114590,-58800,57750,128.0,0
34920,789,-528,1356,-116410,-51940,27650,122.0,0
34935,947,-209,41,-134400,-63280,28770,122.0,0
34950,1183,-625,620,-129990,-74130,15820,122.0,0
34960,941,-429,21,-123690,-79730,7700,124.0,0
34975,948,-496,594,-118860,-84000,-2170,121.0,0
34990,1666,-1905,591,-83160,-85330,-5250,121.0,0
35000,1956,-672,1106,-42210,-83370,-6300,121.0,0
35015,668,426,-192,-34300,-91070,-23870,122.0,0
35030,1155,-743,371,14840,-88130,-34510,122.0,0
35040,1082,-377,134,52570,-81480,-37310,121.0,0
35055,901,-33,324,131600,-70070,-45360,123.0,0
35070,1076,-434,53,172760,-62930,-48720,123.0,0
35080,933,-171,-37,218260,-55090,-51520,124.0,0
35095,894,-64,-403,303590,-37240,-51310,122.0,0
35110,876,190,-661,347620,-23800,-47110,122.0,0
35120,827,399,-882,390250,-8820,-40390,122.0,0
35135,780,690,-1190,449190,21980,-24150,120.0,0
35150,747,412,-1426,469560,55230,-4340,120.0,0
35170,636,991,-1104,518070,93660,15820,117.0,0
35185,1485,-772,-1026,488950,93730,16870,117.0,0
35200,1865,383,-1160,214550,79940,-1190,116.0,0
35215,885,-285,-1093,23170,80290,2520,114.0,0
35230,917,-1794,-916,-24500,80430,17360,113.0,0
35245,1035,1366,-1002,-94500,82250,23730,113.0,0
35255,858,298,-1330,-172480,81620,26880,110.0,0
35290,807,400,-948,-363930,83720,39760,115.0,0
35305,681,-182,-717,-410130,79030,49420,115.0,0
35320,1029,-129,-197,-425810,76160,54530,114.0,0
35335,1977,-446,-309,-326060,61110,45570,110.0,0
35350,561,-665,1369,-256830,76930,48510,114.0,0
35365,729,-660,1176,-171850,71610,34230,114.0,0
35375,774,-562,1476,-154980,67550,28840,117.0,0
35390,642,-908,1193,-149520,49280,17920,119.0,0
35405,448,-1036,1392,-146930,35700,11270,119.0,0
35423,333,-1156,1449,-129710,6580,-3430,121.0,0
35438,340,-785,1391,-119560,-29890,-26040,124.0,0
35453,597,-767,667,-91630,-46060,-37380,123.0,0
35468,776,-876,96,-33040,-70700,-42490,123.0,0
35478,656,-951,211,6160,-83510,-47250,118.0,0
35493,697,-1377,111,55860,-96460,-50680,115.0,0
35508,1344,-681,-376,150290,-116620,-53760,112.0,0
35523,1164,639,1998,132370,-100590,-56770,112.0,0
35533,330,-840,-9,131180,-113190,-72170,110.0,0
35548,971,231,1268,301630,-92120,-69090,110.0,0
35563,838,176,-658,326760,-91910,-68390,110.0,0
35573,806,-704,-812,369810,-82460,-66640,115.0,0
35588,946,-64,-746,442540,-70000,-58100,112.0,0
35603,796,-33,-1511,497910,-34650,-38920,112.0,0
35613,634,162,-1575,501340,-19110,-27790,113.0,0
35628,-22,1655,-1986,347200,-19390,-36050,115.0,0
35643,481,-546,-1997,169120,-5040,-6160,115.0,0
35653,741,367,-1520,158760,16940,13510,115.0,0
35668,1099,357,-420,108360,32550,23520,115.0,0
35687,1007,244,-330,19040,75950,36120,115.0,0
35702,724,-369,-778,-104090,108290,40670,115.0,0
35712,1029,-158,-78,-163800,121380,41580,115.0,0
35727,1113,320,210,-216790,143640,39060,112.0,0
35742,940,-112,-269,-337120,154210,41720,112.0,0
35752,1397,-1117,427,-391300,157010,47460,112.0,0
35767,1874,1707,-636,-305830,151340,17220,116.0,0
35782,999,-679,-324,-278670,144130,13860,116.0,0
35792,225,-804,475,-301490,149520,6790,123.0,0
35807,216,-811,313,-319270,132020,-6090,124.0,0
35822,631,-592,906,-303170,126210,-10570,124.0,0
35832,480,-542,623,-301000,90230,-14420,130.0,0
35847,128,-882,1327,-270410,64820,-23450,133.0,0
35862,35,-1170,1433,-204540,9240,-38640,133.0,0
35872,169,-1123,1265,-158550,-15890,-42210,133.0,0
35887,364,-1336,1149,-117810,-39830,-43610,129.0,0
35902,396,-1284,353,-27230,-82110,-39760,128.0,0
35917,685,-941,197,24220,-101220,-38500,128.0,0
35927,575,-1035,279,74410,-117110,-30170,126.0,0
35950,670,-996,-71,226450,-154420,-22330,117.0,0
35965,959,-680,-306,274680,-164360,-18480,113.0,0
35980,1116,964,72,327250,-179340,-24150,113.0,0
35990,-21,35,496,264320,-142380,-29260,110.0,0
36005,945,199,-1291,235970,-162190,-27930,111.0,0
36020,1122,911,-1218,276640,-155330,-21560,117.0,0
36035,873,818,-943,275310,-131180,6300,117.0,0
36045,1067,559,-947,271110,-115430,19320,118.0,0
36060,1039,533,-1098,252280,-98560,33600,127.0,0
36075,1009,551,-1116,220850,-53620,57750,127.0,0
36085,943,534,-1085,201810,-29330,69300,126.0,0
36100,1515,426,-930,182840,-3640,71610,128.0,0
36115,1254,1314,499,104930,43330,64680,128.0,0
36125,1535,561,-533,4550,49140,53830,133.0,0
36140,1384,948,-383,-83300,69860,34020,135.0,0
36155,1448,476,-470,-232540,74200,25130,135.0,0
36165,1266,330,-197,-274260,82250,19950,138.0,0
36180,1269,94,-10,-312620,89390,12250,142.0,0
36203,889,-47,-374,-325710,92120,6440,146.0,0
36218,923,30,247,-330680,90370,-1120,151.0,0
36233,776,-144,10,-329350,89880,-4200,151.0,0
36243,836,-31,38,-326200,87500,-8120,157.0,0
36258,1033,-144,-155,-271880,87710,-10430,159.0,0
36282,796,-353,124,-136990,92680,-8120,164.0,0
36297,942,109,327,-19320,92680,-13370,169.0,0
36312,383,-693,-553,-322630,17360,-13860,169.0,0
36322,560,232,412,-587790,52080,10920,170.0,0
36337,477,-32,-1531,-231630,38850,14770,173.0,0
36352,825,-418,410,-151270,34230,28700,173.0,0
36362,749,-698,-271,-74270,29260,32060,175.0,0
36377,784,156,213,-42490,26460,27720,184.0,0
36392,852,-1107,458,35350,21910,22820,184.0,0
36402,565,-555,-85,95410,17500,17640,177.0,0
36417,620,-100,386,144270,17360,3780,177.0,0
36432,806,-390,-40,105000,3640,490,177.0,0
36446,758,355,332,81340,0,-5810,180.0,0
36461,1006,290,204,105000,-4550,-8050,181.0,0
36476,1163,216,46,115990,-6720,-3010,181.0,0
36491,1227,62,56,117390,-6090,140,181.0,0
36501,1221,206,6,111440,-5320,-700,182.0,0
36516,1152,307,201,91350,-7350,-910,182.0,0
36531,1181,-89,407,73920,-12040,-4060,182.0,0
36541,1213,221,112,55860,-17290,-10710,185.0,0
36556,1151,19,284,44590,-23310,-15540,188.0,0
36571,1133,109,153,43750,-26530,-16940,188.0,0
36581,1139,23,-120,45010,-23450,-13650,192.0,0
36596,1121,187,-76,62090,-19320,-7350,193.0,0
36611,996,578,-113,66570,-8750,5390,193.0,0
36621,946,371,-234,58100,-1610,8960,201.0,0
36636,690,340,50,43750,2520,9380,199.0,0
36651,617,529,24,6930,9660,6650,198.0,0
36666,497,402,109,-15050,12110,3990,198.0,0
36676,507,460,0,-38010,13370,-4480,199.0,0
36691,549,251,-33,-66570,16170,-8260,197.0,0
36714,595,246,82,-66710,20230,-13440,196.0,0
36729,705,230,124,-63070,23170,-17640,196.0,0
36739,892,178,-13,-60200,23450,-19600,195.0,0
36754,962,70,133,-55440,23030,-25690,188.0,0
36769,1048,32,84,-39830,21700,-29330,187.0,0
36784,1024,98,178,-11200,19110,-32760,187.0,0
36794,1046,-40,-23,8470,19460,-34090,184.0,0
36809,964,-24,14,27440,18620,-35420,180.0,0
36824,915,35,67,54250,17780,-38500,180.0,0
36834,899,105,32,58520,16590,-40040,176.0,0
36849,880,158,-57,58520,16030,-41650,169.0,0
36864,879,127,-19,56280,16380,-41790,169.0,0
36874,901,72,-64,54530,16170,-41790,163.0,0
36889,904,98,-44,52290,16450,-41510,160.0,0
36904,867,-21,-68,49490,16240,-40740,160.0,0
36914,837,129,-38,50120,15960,-40250,152.0,0
36929,856,54,-69,51030,14000,-34930,147.0,0
36944,934,92,-11,47390,12460,-34160,147.0,0
36958,1024,4,3,31570,8050,-30590,140.0,0
36973,1179,64,52,19740,5320,-29610,136.0,0
36988,1258,834,581,-1680,-420,-27440,127.0,0
37003,1338,-1164,-1245,-176680,-34650,9870,127.0,0
37013,1400,-61,67,-236600,-57610,20510,127.0,0
37028,137,-319,-276,-164850,-67270,25130,123.0,0
37043,775,-98,-413,-150850,-63140,21980,123.0,0
37053,1594,395,814,-157500,-60200,18340,123.0,0
37068,850,-105,412,-161910,-54250,18690,120.0,0
37083,1196,-458,-195,-147980,-54250,20300,120.0,0
37093,1092,-130,641,-128380,-52290,21420,119.0,0
37108,942,-237,317,-121380,-55090,18830,115.0,0
37123,953,-750,503,-93730,-62230,9240,115.0,0
37133,1697,-1142,-8,-74340,-68250,3570,119.0,0
37148,1674,-1443,1472,-15680,-67130,-980,115.0,0
37163,888,-655,-156,61250,-73360,-8540,115.0,0
37178,1034,-626,1255,175840,-61880,-18760,115.0,0
37188,1021,-705,454,232680,-56980,-21070,112.0,0
37203,984,-316,228,290710,-50470,-23730,114.0,0
37228,877,178,-686,404740,-30380,-20370,111.0,0
37243,628,14,-1475,427350,-21910,-8820,113.0,0
37258,1136,-1,-909,458360,9870,6160,113.0,0
37276,1615,1743,-1284,295050,10920,3850,114.0,0
37291,900,-232,-1571,108780,-4480,16870,113.0,0
37306,1484,168,-560,23240,23030,22260,111.0,0
37321,1295,977,300,-27440,58030,37030,113.0,0
37336,860,-124,-1178,-153440,72590,42210,113.0,0
37346,1105,876,-47,-208040,90090,44380,111.0,0
37361,1415,832,-115,-300370,115500,55790,110.0,0
37376,1332,-939,6,-328510,123970,62580,110.0,0
37386,1842,1483,-685,-290570,125370,44450,111.0,0
37401,1766,-1375,-57,-207410,119000,43330,117.0,0
37416,104,-898,606,-214900,130620,29890,117.0,0
