t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm
60154,336,1299,-180,61810,-980,61740,112.0
60241,303,344,61,57120,3010,47600,112.0
60256,1395,-680,-2,58870,7140,49560,106.0
60271,1333,-21,-239,75740,12600,49770,110.0
60286,909,122,-33,86940,19180,47250,104.0
60301,1007,119,-338,68950,15120,43750,104.0
60317,1181,-103,2,51800,15190,39900,101.0
60332,972,299,-315,33810,11970,38010,102.0
60347,949,223,-39,-5880,5530,33670,106.0
60362,1049,-86,167,-8960,6020,30520,106.0
60372,1016,-82,214,280,6650,29750,103.0
60387,923,296,127,7910,3920,29400,107.0
60402,926,338,119,-8260,-3570,26740,107.0
60412,962,244,159,-13930,-7140,25690,104.0
60446,1037,-71,110,-5530,-11900,24920,100.0
60461,1042,37,-119,5250,-10710,24290,100.0
60476,1011,208,-163,1400,-9870,23310,103.0
60491,1032,70,-66,-4060,-7000,22050,101.0
60506,1032,81,-62,-630,-5110,22470,101.0
60516,1009,138,-41,2800,-3430,22470,103.0
60531,1008,135,-27,1470,-2870,22330,99.0
60546,1025,92,-19,3150,-2030,22960,101.0
60561,1010,146,-45,4060,-1610,23520,101.0
60577,1006,159,-49,2100,-560,24150,99.0
60592,1019,104,-36,980,-70,24290,100.0
60607,1018,70,16,-490,-420,23870,101.0
60622,981,63,92,-420,-2240,22470,101.0
60632,1002,10,41,-770,-2520,21490,99.0
60647,1009,21,51,1820,-3710,20580,101.0
60662,1013,34,4,1540,-4760,18410,101.0
60672,1030,-19,6,980,-5460,17290,101.0
60687,999,21,77,1820,-6020,16310,99.0
60702,1020,27,-23,3150,-7560,15260,99.0
60712,1027,72,16,2660,-7700,14910,101.0
60727,1011,54,15,2520,-8190,14980,101.0
60742,1008,94,-2,3360,-8610,15400,101.0
60752,999,106,7,3010,-8890,15890,98.0
60767,1003,109,-1,3360,-9380,18200,98.0
60782,1061,18,14,1680,-10290,19460,102.0
60797,1010,83,38,1960,-11410,21560,102.0
60807,1001,106,54,980,-12600,21980,99.0
60822,1100,-101,-30,1470,-13790,21910,97.0
60844,1020,116,105,4690,-15050,20510,99.0
60859,1039,-52,-165,5040,-13860,19810,99.0
60869,1074,79,-93,6370,-12950,18270,97.0
60884,1102,74,-122,4620,-8960,17290,101.0
60899,992,-104,-109,1330,-6720,16660,101.0
60909,1032,-4,-193,2170,-5740,15960,99.0
60924,1024,11,-68,2660,-2800,15820,103.0
60939,1016,-9,-78,840,-1330,16310,103.0
60949,1042,74,-106,630,-490,17360,95.0
60964,1054,113,-80,840,350,18830,100.0
60979,1046,64,-89,-560,2100,21420,101.0
60994,1050,75,-61,-980,2800,22470,101.0
61004,1042,68,-44,-1820,3150,23520,102.0
61019,1036,55,-50,-3430,3570,25900,99.0
61034,1058,64,-80,-3920,3710,28140,99.0
61044,1081,100,-113,-5110,4200,29190,98.0
61059,1146,203,-87,-14070,8190,30100,100.0
61074,1131,200,-153,-22120,15540,32480,100.0
61088,1074,90,-208,-34090,19250,33740,98.0
61103,1127,98,-243,-38150,27160,36330,102.0
61118,1191,224,-288,-45850,31500,38150,98.0
61133,1160,247,-231,-57820,40320,41370,98.0
61143,1121,225,-57,-65800,43680,42980,106.0
61158,1022,71,-159,-74550,47040,43820,112.0
61173,1040,222,18,-92190,50750,44870,112.0
61183,1044,91,180,-101430,51380,45360,108.0
61198,897,98,236,-109830,50260,47950,110.0
61213,985,202,416,-123830,42420,44310,110.0
61223,1708,-116,222,-122360,35420,40460,113.0
61238,1136,263,521,-85960,24920,38640,117.0
61253,1158,-206,375,-54180,26460,37940,117.0
61263,1118,-94,92,-17500,22890,35280,117.0
61278,1039,-39,163,44730,22960,31710,121.0
61293,993,104,125,63560,21490,28980,121.0
61303,969,190,238,71680,21350,25620,124.0
61318,734,14,60,72660,19950,24430,124.0
61333,995,226,207,70280,18200,18760,119.0
61355,794,271,94,56280,19740,17150,124.0
61370,798,155,91,49840,18550,14770,124.0
61380,852,125,143,42490,17850,9100,122.0
61395,1034,29,212,26670,13720,5110,130.0
61410,1072,22,298,19040,4900,-3500,130.0
61420,1072,-18,297,11970,70,-8260,129.0
61443,965,-130,188,-70,-8960,-18830,120.0
61458,953,-177,155,-140,-14560,-29820,131.0
61473,916,-158,71,4340,-16240,-35000,135.0
61488,889,-143,40,10990,-16730,-43260,135.0
61498,881,-111,0,14210,-15960,-46270,122.0
61513,884,-79,-29,17150,-14630,-48720,122.0
61528,909,-81,-64,22050,-10920,-52780,122.0
61538,942,-55,-73,24010,-8750,-54530,120.0
61553,938,-45,-74,25690,-6370,-57120,121.0
61568,860,-9,-87,26460,-1680,-58240,121.0
61578,849,-15,-63,25900,700,-58940,127.0
61593,864,-4,-62,25340,4410,-60060,125.0
61612,937,-14,-18,23800,7140,-61250,119.0
61627,993,-23,69,21280,7490,-62090,122.0
61642,1023,-53,99,17570,4760,-64890,122.0
61652,1044,-49,143,15540,2240,-66640,118.0
61667,1067,-36,162,13720,-770,-68320,121.0
61682,1084,-50,183,10640,-7420,-70560,121.0
61692,1101,-33,196,9870,-10780,-71820,119.0
61707,1131,-28,217,9800,-14350,-73290,116.0
61722,1150,-24,203,11200,-22260,-73850,116.0
61732,1166,-8,178,12180,-25970,-74130,114.0
61747,1168,-10,160,15120,-31780,-73710,114.0
61762,1210,-59,-24,18200,-33950,-73080,114.0
61772,1211,79,280,24710,-33670,-71820,115.0
61787,1285,-80,94,42980,-38290,-67550,116.0
61802,1190,-72,28,51100,-39340,-66080,116.0
61812,1127,39,16,59220,-39760,-64400,118.0
61827,1042,47,-19,71190,-41230,-59710,124.0
61842,980,67,11,74760,-40460,-53620,124.0
61852,940,95,12,77700,-40670,-49980,119.0
61874,875,90,40,85400,-41440,-42350,125.0
61889,770,75,47,87710,-41930,-35210,118.0
61904,692,71,52,92190,-43750,-31920,123.0
61919,680,55,79,94150,-46130,-25760,123.0
61929,697,56,69,96180,-47110,-22610,123.0
61944,776,114,6,100100,-47250,-18760,122.0
61959,792,92,13,103180,-46130,-11340,122.0
61969,807,65,9,103950,-45220,-8470,116.0
61984,792,78,38,102200,-44590,-5320,120.0
61999,891,160,52,92050,-39830,-1400,120.0
62009,893,155,-3,85190,-39130,770,119.0
62024,1038,219,-17,78190,-37310,6160,119.0
62039,1082,232,-24,59920,-32690,8260,117.0
62054,1108,221,-5,48160,-27300,11970,117.0
62064,1137,237,23,22820,-25060,13370,114.0
62079,1160,225,15,8750,-22050,14350,111.0
62094,1141,226,22,-21840,-16800,14560,111.0
62104,1096,252,-611,-30730,-16660,14770,104.0
62126,1385,207,409,29610,490,59500,103.0
62141,-17,735,-797,43050,13650,53620,110.0
62156,633,188,311,53550,11200,50330,110.0
62166,1391,47,-146,56630,10710,43680,108.0
62181,1125,-347,-236,73430,16030,45780,106.0
62196,887,289,-354,72450,15610,44240,101.0
62211,890,-12,-336,73780,18550,40530,101.0
62221,1054,-38,-313,70000,21490,40250,100.0
62236,978,87,-324,62370,20160,38570,98.0
62251,1005,71,-224,39620,20370,37520,98.0
62261,1013,-57,-319,26320,18620,36540,101.0
62276,1007,22,-293,2030,15820,33460,101.0
62291,1035,-41,-175,-9380,14000,31990,101.0
62301,1004,9,-150,-18760,12040,30450,102.0
62316,996,-14,-69,-31500,7280,27930,99.0
62331,1011,-17,-20,-33250,5180,25130,99.0
62341,1007,-35,3,-32410,3150,23380,102.0
62356,1016,-54,29,-24290,-980,21630,100.0
62375,1011,-41,14,-11410,-4340,17920,99.0
62390,998,-21,-27,-4130,-6440,14700,99.0
62400,991,-15,-75,11410,-6580,13300,102.0
62415,1012,-10,-153,19320,-5880,12180,101.0
62430,1006,15,-150,33250,-3920,10710,101.0
62447,999,11,-208,39760,-1120,9870,101.0
62462,1113,221,-493,44030,-1680,9590,101.0
62477,889,24,-628,-20300,-1260,13580,101.0
62492,1070,174,-236,-13300,-2240,12390,101.0
62507,1010,114,-357,2030,4690,13090,101.0
62517,956,-62,-256,-6720,5880,13650,100.0
62532,1023,98,-298,-3500,7000,12740,100.0
62547,1009,-16,-221,-1400,10990,12810,100.0
62557,1000,35,-292,-2450,11830,12460,100.0
62572,996,6,-278,-210,14490,11340,99.0
62587,999,-18,-177,210,14770,10430,99.0
62597,985,-49,-237,140,15120,9450,101.0
62612,997,-36,-191,1540,16240,7140,100.0
62630,1006,-11,-123,1400,15960,5600,96.0
62645,1010,18,-113,1960,15680,5250,96.0
62655,1006,4,-91,1820,15260,5110,98.0
62670,1001,14,-94,1750,13650,4900,100.0
62685,1002,27,-118,1470,12950,5180,100.0
62695,1006,20,-86,1680,12390,5250,97.0
62710,1013,37,-62,1470,10290,5810,97.0
62725,1008,36,-41,1540,9030,6510,97.0
62735,1015,0,-27,1540,7630,5880,99.0
62750,1018,334,-133,2800,5250,5810,98.0
62765,1038,55,-137,-770,5110,10570,98.0
62775,1014,28,-121,3500,5110,11130,97.0
62790,1039,174,-146,-630,6440,12880,95.0
62805,1025,125,-206,-3990,7910,16380,95.0
62815,1016,76,-238,-4480,9310,17920,100.0
62830,1030,155,-196,-4900,10850,19460,98.0
62845,1037,102,-202,-6720,13510,22960,101.0
62860,1035,120,-175,-8750,15330,26390,101.0
62870,1042,157,-150,-12180,18480,28560,98.0
62892,1011,85,-269,-28630,22890,32760,100.0
62907,1034,121,-244,-35840,26530,34230,100.0
62922,1054,91,-235,-53900,33040,37800,100.0
62932,1009,43,-253,-62650,36890,39900,102.0
62947,1098,-165,-145,-72380,45010,40180,99.0
62962,1240,-54,-1171,-24150,33530,36540,99.0
62972,1305,346,-439,-12040,43610,39340,101.0
62987,1194,60,594,-44170,46900,37800,102.0
63002,1003,275,143,-72240,59710,36540,102.0
63012,932,46,-51,-89810,61180,33740,104.0
63027,1063,290,0,-130410,71820,30030,106.0
63042,1157,450,-283,-143780,74830,28560,105.0
63057,1007,346,16,-171290,78960,30590,105.0
63067,984,98,44,-180740,78610,36820,111.0
63082,627,36,261,-187950,68040,33460,109.0
63097,1642,142,375,-197960,61110,32970,109.0
63107,1214,142,253,-193270,54810,32900,110.0
63122,1362,14,516,-169470,40320,33810,117.0
63144,1084,-217,205,-102760,28980,35560,115.0
63159,980,-245,112,-8330,25130,33180,115.0
63169,902,-215,56,33810,24850,32130,127.0
63184,803,27,108,63280,24220,30800,122.0
63199,767,152,74,85260,21770,29050,132.0
63214,770,84,26,83720,21910,28420,132.0
63224,784,157,243,77770,22540,25690,124.0
63239,819,184,127,61880,19250,21980,126.0
63254,847,169,177,54320,15610,20300,126.0
63264,835,116,153,47040,14000,18690,122.0
63279,801,50,164,32270,11760,16800,132.0
63294,833,27,194,18200,5530,11060,132.0
63304,870,-12,236,11270,1890,7350,135.0
63319,931,-51,244,5320,-2100,3500,125.0
63334,926,-66,244,-2380,-11060,-4200,125.0
63344,892,-130,236,-4900,-15260,-8610,130.0
63359,827,-154,215,-7630,-19320,-19110,125.0
63374,841,-240,117,-12600,-26110,-24920,125.0
63388,869,-172,76,-12180,-27790,-36190,117.0
63403,932,-191,30,-7630,-27930,-41440,125.0
63418,958,-127,5,-3990,-26670,-49070,125.0
63433,994,-167,-28,6930,-25060,-52290,125.0
63453,926,-125,-92,18200,-21000,-58660,129.0
63468,891,-109,-101,25900,-14910,-63280,129.0
63483,871,-68,-90,27510,-11760,-65100,126.0
63498,884,-33,-72,27720,-6790,-68530,128.0
63513,978,-39,-20,26950,-4550,-71190,122.0
63528,1119,-19,-6,25550,-1960,-72450,122.0
63538,1157,-27,28,24850,-770,-73500,125.0
63553,1195,-16,20,23520,140,-75460,120.0
63568,1185,-90,93,22050,-210,-76720,120.0
63578,1158,10,131,20160,-1190,-78820,115.0
63593,1110,-26,222,14840,-5530,-81270,119.0
63608,1078,47,192,10150,-8960,-81620,119.0
63618,1054,87,261,3360,-12110,-82110,120.0
63633,1104,110,301,-11130,-21910,-82530,122.0
63655,1087,60,267,-21140,-31780,-81970,116.0
63670,1090,9,234,-23660,-40320,-82180,125.0
63685,1042,84,242,-22820,-43680,-81830,125.0
63695,1040,107,115,-20440,-47320,-77350,120.0
63710,997,-50,136,-14350,-49490,-75530,126.0
63725,1041,86,4,-7140,-49910,-71680,126.0
63735,1009,-26,-13,2660,-48510,-68810,125.0
63750,980,-15,-130,25060,-47530,-66080,127.0
63765,957,-11,-59,48790,-42070,-60340,127.0
63775,963,37,-91,60690,-39410,-56490,124.0
63790,953,107,-76,71260,-37100,-51870,126.0
63805,953,143,-23,84980,-32970,-42350,126.0
63815,921,137,-49,88270,-31780,-37940,120.0
63830,851,133,-7,89600,-30310,-31290,126.0
63845,819,102,23,90580,-29540,-28770,126.0
63855,809,192,-58,91000,-28910,-25900,124.0
63870,867,243,-142,86940,-22470,-17710,130.0
63885,964,214,6,80780,-21000,-14700,130.0
63899,1058,215,11,66430,-18480,-9660,125.0
63914,1119,260,51,58450,-17920,-7070,122.0
63929,1092,273,23,39200,-15750,-1890,123.0
63944,1079,298,21,29050,-14140,560,123.0
63954,1076,295,29,18620,-11830,3080,117.0
63969,1057,263,-8,-3080,-6720,6510,115.0
63984,990,241,2,-14350,-3920,7280,116.0
63999,978,241,26,-37450,1050,6580,116.0
64009,1222,474,-132,-47320,3220,6370,111.0
64024,1993,-909,-567,79310,12530,48860,113.0
64039,938,-427,318,99610,22610,58590,113.0
64049,1104,1098,-865,95900,16590,57610,113.0
64064,603,481,269,107730,29400,54740,112.0
64079,728,370,-311,104650,23870,47530,112.0
64089,957,407,-285,105700,27510,44660,115.0
64104,1192,-306,58,108570,30730,45080,112.0
64119,1062,78,-244,103670,26250,43260,112.0
64129,876,372,-216,95200,24780,41720,111.0
64144,981,155,-210,72240,22330,39410,108.0
64168,1011,155,-247,30660,15610,36260,110.0
64183,965,194,-223,14210,12810,34930,109.0
64198,974,176,-177,-17850,7140,33040,109.0
64208,987,170,-168,-32690,3990,32340,111.0
64223,986,189,-136,-45500,1120,32060,107.0
64238,976,114,-65,-65100,-4760,31360,107.0
64248,1014,77,-67,-70980,-7490,30730,107.0
64263,1017,46,-53,-74130,-10850,28560,105.0
64278,1009,13,-54,-73430,-12180,27020,105.0
64288,1017,-6,-80,-69370,-12390,25410,107.0
64303,1029,-21,-91,-54040,-10150,22120,107.0
64318,1024,0,-80,-43680,-7980,20860,107.0
64328,1021,4,-84,-32130,-5600,19740,103.0
64343,1012,56,-99,-6930,-140,18130,109.0
64358,1016,53,-132,5390,2870,17430,105.0
64373,1006,110,-149,27230,9310,17500,105.0
64383,1001,130,-148,34440,11620,17920,103.0
64398,993,147,-182,39130,15260,19040,103.0
64417,998,130,-213,41720,17850,19530,105.0
64432,1012,132,-254,34860,18200,19810,105.0
64442,1019,102,-246,28000,18620,20020,104.0
64464,1006,104,-236,5600,17150,18480,103.0
64479,1018,49,-136,-18060,15400,17710,107.0
64494,1020,51,-140,-26250,14350,16590,107.0
64504,1015,29,-125,-30800,14910,15960,101.0
64519,1040,-29,-132,-28350,15890,15330,105.0
64534,1029,-9,-53,-19740,18480,13930,105.0
64544,1020,-22,-33,-16240,18690,13160,104.0
64559,1010,61,23,-13370,18760,12670,100.0
64574,1001,149,14,-13860,16520,13510,100.0
64584,983,155,27,-16310,14910,14490,100.0
64599,982,144,17,-18620,11690,16940,102.0
64614,977,123,96,-17570,10430,18200,105.0
64629,994,72,86,-5180,8960,20720,105.0
64639,993,112,155,3710,8470,22470,101.0
64654,977,147,136,8960,7000,24640,102.0
64676,1137,102,206,-490,2030,31780,100.0
64691,1083,131,-177,3500,-2100,31920,100.0
64701,1117,-71,-181,2240,-1400,31990,102.0
64716,1049,-84,123,3640,-980,26530,99.0
64731,1052,-119,-304,2870,-1120,22120,99.0
64741,1095,48,-260,9520,350,19810,102.0
64756,1068,-163,149,280,4200,16030,102.0
64771,983,-293,-257,-4410,3850,11200,102.0
64781,1014,-155,-196,840,5250,9730,103.0
64796,1048,58,-11,980,6300,8120,101.0
64811,1115,149,-34,-7210,10570,5880,99.0
64826,1093,2,-216,-20790,11550,5670,99.0
64836,1086,-37,-216,-22610,14840,5810,100.0
64851,1113,-21,-332,-16030,20860,7770,104.0
64866,1131,34,-357,-11410,24430,9310,104.0
64876,1150,71,-379,-7350,28140,11060,105.0
64891,1158,158,-288,-9520,38570,13720,106.0
64906,1164,313,-176,-16940,43890,15330,106.0
64920,1159,421,-81,-41300,53760,15890,105.0
64935,1139,459,8,-57330,58520,17640,110.0
64950,1103,492,105,-92820,67620,19250,107.0
64965,1079,528,120,-129710,72730,23800,107.0
64975,1060,533,230,-141750,72870,28210,113.0
64990,953,371,385,-146370,71540,33740,113.0
65005,879,196,392,-162050,58240,38290,113.0
65015,552,131,174,-163100,47670,38780,116.0
65030,1507,188,723,-164150,42770,40530,117.0
65045,937,-9,87,-144690,22260,43120,117.0
65055,967,203,432,-119280,18340,44800,118.0
65070,1065,-247,-20,-73990,14280,48860,117.0
65085,964,-72,62,41580,11760,47530,117.0
65095,969,40,86,88270,11830,47810,119.0
65110,952,142,262,129010,9800,47670,124.0
65125,955,164,-105,129710,9730,48160,124.0
65135,930,201,207,124460,12880,46270,123.0
65150,995,176,-2,106680,11270,43120,126.0
65165,994,155,93,96950,13160,38570,128.0
65187,978,91,43,66150,10920,33250,128.0
65202,1053,91,307,50050,6720,29890,128.0
65212,1006,49,282,32410,2870,25550,127.0
65227,953,-75,235,5110,-7770,17010,126.0
65242,904,-163,250,-2240,-12460,6020,126.0
65252,891,-174,212,-5880,-16940,0,128.0
65267,905,-229,104,-11550,-24290,-6440,124.0
65282,906,-212,116,-16800,-27860,-19530,124.0
65292,880,-185,100,-19250,-28770,-25550,131.0
65307,833,-214,44,-20300,-29400,-31570,124.0
65322,820,-206,36,-19180,-29680,-42560,126.0
65337,827,-183,-5,-17850,-29470,-47390,126.0
65347,837,-140,-19,-16240,-28280,-51590,123.0
65362,850,-86,-67,-11830,-24920,-57260,144.0
65377,845,-148,-82,-7980,-22470,-61880,144.0
65387,838,-150,-52,-4060,-17570,-64750,140.0
65402,857,-90,-38,1750,-15470,-67200,128.0
65417,888,-71,-2,3850,-12950,-70770,128.0
65431,966,-43,45,4480,-12110,-71960,124.0
65446,1018,-51,85,5740,-13160,-74060,126.0
65468,1110,-4,82,7000,-14980,-74900,119.0
65483,1115,8,93,7420,-16870,-74760,119.0
65498,1093,11,107,7630,-18270,-74550,119.0
65508,1066,-2,120,7420,-19670,-74410,120.0
65523,1047,-14,122,6510,-23240,-74830,114.0
65538,1052,114,155,4550,-25760,-74060,116.0
65553,1083,15,235,-5530,-31710,-73640,116.0
65563,1126,79,268,-11410,-35700,-73640,114.0
65578,1144,105,291,-16870,-40390,-72170,115.0
65593,1170,51,257,-25410,-50190,-71330,115.0
65603,1180,60,227,-27580,-54530,-70700,111.0
65618,1167,146,183,-27720,-60340,-66780,109.0
65633,1137,72,95,-21560,-61740,-63700,109.0
65643,1124,82,86,-18340,-62720,-61670,112.0
65658,1126,116,2,-12110,-61530,-56490,122.0
65673,1087,98,-53,-9450,-58800,-53480,122.0
65692,988,97,-53,-4060,-53550,-48440,125.0
65707,927,109,-57,3500,-48440,-42770,125.0
65722,826,115,-67,6790,-45850,-37520,122.0
65737,771,125,-53,11900,-40320,-34790,123.0
65752,740,114,-57,13860,-34650,-30170,123.0
65762,725,119,-39,15470,-32200,-28210,117.0
65777,837,126,39,19180,-30450,-26180,113.0
65792,922,176,52,23870,-28280,-20930,113.0
65802,969,192,56,25410,-27300,-17640,114.0
65817,1057,236,88,25970,-26390,-14210,111.0
65832,1055,240,70,25060,-24710,-8610,120.0
65847,1028,230,84,23100,-23450,-4830,120.0
65857,1043,237,93,20580,-22330,-3500,107.0
65872,1015,258,85,14840,-19880,-2100,112.0
65887,1010,264,85,11760,-16520,-70,112.0
65897,1011,247,83,6020,-14560,280,114.0
65912,1016,240,66,3920,-12180,420,115.0
65927,1025,219,73,1400,-7070,-350,115.0
65941,1374,381,-123,2800,-5180,-980,110.0
65956,1836,-1179,344,123690,4200,35910,113.0
65971,1187,-395,180,160510,12530,49700,112.0
65986,933,400,-230,169470,21980,60060,112.0
65996,763,581,-276,177380,24220,54040,109.0
66011,767,144,-189,179340,27930,48020,107.0
66026,1281,-361,-73,195650,32060,47740,107.0
66036,1091,160,-111,194460,32480,45710,104.0
66051,932,84,-423,170730,28770,39550,109.0
66066,1028,74,-214,154560,24920,38080,109.0
66076,1095,-60,-283,133490,21350,36610,106.0
66091,1046,0,-348,84630,14000,33390,105.0
66106,966,105,-341,57680,9590,31710,105.0
66116,1053,-44,-280,31640,5460,28350,108.0
66131,1014,33,-265,-16800,-1960,26390,108.0
66146,988,77,-289,-37170,-8120,23240,108.0
66156,995,29,-257,-53200,-10150,21630,107.0
66171,1022,-6,-205,-73780,-11900,20020,107.0
66186,1014,18,-187,-85260,-14840,17150,107.0
66208,1019,-6,-137,-90370,-17360,13650,106.0
66223,1023,9,-137,-90790,-19110,10290,106.0
66233,1016,30,-179,-88410,-18830,8680,106.0
66248,1022,19,-243,-85960,-18060,7140,103.0
66263,1017,11,-282,-78610,-13930,4060,103.0
66273,1008,28,-326,-73430,-10920,3080,104.0
66288,985,118,-368,-67200,-7560,2590,103.0
66303,969,236,-325,-53760,-70,3080,103.0
66313,963,244,-280,-49280,2730,4410,104.0
66328,956,239,-284,-46340,5040,8330,103.0
66343,941,311,-199,-39620,8400,10780,103.0
66353,947,317,-218,-36050,9660,13510,105.0
66368,938,331,-182,-24990,12950,19530,103.0
66383,939,299,-123,-18690,13930,22400,104.0
66398,948,260,-1,-2800,15750,27440,104.0
66408,953,212,-22,6230,15820,29190,103.0
66423,966,193,5,16520,16450,30660,104.0
66438,997,101,-51,34370,16240,32620,104.0
66454,972,128,-98,39760,14770,32970,101.0
66492,1012,76,-212,21560,9870,31220,101.0
66507,1003,34,-102,6790,8610,30520,101.0
66522,1002,29,-116,-3150,5530,29400,103.0
66537,999,46,13,-6020,3570,29120,100.0
66552,1002,30,15,-4690,-210,29400,100.0
66562,1022,18,-70,-700,-2310,29820,98.0
66577,1129,-279,-86,1330,-3360,28630,102.0
66592,1085,-1,-205,-1750,-5460,28070,100.0
66607,1074,92,-161,2170,-2030,24220,100.0
66617,1011,-96,-156,-210,-980,22540,103.0
66632,991,-25,-327,280,-140,21000,102.0
66647,1020,-32,-156,1540,3430,19600,102.0
66657,1014,3,-214,2100,4970,19460,101.0
66672,993,-5,-250,1330,7070,19810,99.0
66687,1021,90,-250,0,10640,21140,99.0
66697,1027,100,-218,-2170,12950,22400,99.0
66715,1024,80,-233,-7490,16590,25340,105.0
66730,1031,92,-197,-11270,18900,26950,102.0
66745,1025,99,-250,-17570,22680,30240,102.0
66755,1020,108,-217,-21770,25200,32060,100.0
66770,1037,91,-174,-26740,30030,35700,103.0
66785,1014,56,-156,-40600,33180,37520,103.0
66795,1009,-49,-180,-47740,35070,39340,101.0
66810,1138,-228,9,-46410,38150,39130,101.0
66825,1208,76,-680,-13300,29050,38570,101.0
66835,1152,33,21,-5950,32900,40740,102.0
66850,1206,367,43,-42910,33390,40180,105.0
66865,1020,100,54,-69090,37800,38500,105.0
66875,970,68,137,-89530,41580,35700,102.0
66890,1185,357,-209,-121590,49140,34790,111.0
66905,1221,377,-234,-136500,58800,36190,111.0
66915,1151,339,-250,-148610,62370,36540,114.0
66930,1012,176,23,-173390,64330,36540,114.0
66945,938,135,111,-201670,63420,36190,114.0
66955,833,132,308,-214550,59570,35910,115.0
66974,1066,193,150,-227500,50960,33740,110.0
66989,1341,128,531,-214620,43610,29610,111.0
67004,1260,-518,188,-110320,37660,34440,111.0
67014,1244,-282,187,-40670,34300,30730,115.0
67029,1231,-141,223,25410,32200,28980,122.0
67044,1113,176,244,113960,28420,26740,122.0
67059,1049,210,279,130900,21490,24710,122.0
67069,1020,343,137,137130,19950,24080,125.0
67084,1228,234,331,134330,15890,20650,125.0
67099,1088,196,-13,124390,13580,17920,125.0
67109,1027,341,122,115500,14560,17570,126.0
67124,944,183,100,107100,12390,16170,124.0
67139,887,153,124,87850,11550,13160,124.0
67149,828,55,82,78260,10080,10500,127.0
67164,810,96,116,69090,6510,3430,127.0
67179,801,-39,228,50960,4550,-840,127.0
67189,803,-10,190,43400,700,-5460,129.0
67204,796,-26,171,29680,-6090,-14490,124.0
67219,781,-129,194,25620,-9730,-19880,124.0
67237,785,-260,154,18760,-16520,-32200,123.0
67252,781,-210,115,19390,-21770,-45150,123.0
67267,837,-202,71,21210,-23380,-51170,121.0
67282,843,-180,15,26530,-24220,-60620,123.0
67297,873,-153,-16,29260,-24080,-64470,124.0
67312,890,-86,-61,34230,-21770,-70490,124.0
67322,883,-76,-86,35770,-19740,-72660,123.0
67337,870,-54,-98,36330,-14910,-75880,121.0
67352,845,-41,-87,34930,-11620,-76790,121.0
67362,842,-63,-76,34020,-9240,-77980,122.0
67377,869,-105,-86,30800,-4970,-82460,122.0
67392,998,-38,-19,29470,-4060,-83860,122.0
67402,1083,2,33,28630,-3080,-84840,122.0
67417,1147,20,63,27650,-3920,-85050,122.0
67432,1254,48,105,27440,-4620,-83930,122.0
67442,1284,48,134,27090,-6090,-82880,114.0
67457,1314,58,212,22610,-10850,-82110,111.0
67481,1341,127,260,9870,-22820,-80430,111.0
67503,1367,147,247,-11270,-31080,-77140,115.0
67518,1343,122,226,-16450,-34930,-75460,116.0
67533,1337,77,206,-21980,-41580,-72730,118.0
67548,1323,154,157,-20790,-44380,-67620,118.0
67558,1289,53,93,-17710,-46550,-65450,131.0
67573,1197,67,29,-10920,-46830,-63630,121.0
67588,1166,94,-50,-4760,-43260,-58870,121.0
67598,1121,80,-77,-1750,-40040,-56560,120.0
67613,970,103,-85,2380,-35700,-54530,123.0
67628,889,38,-87,8890,-28700,-49910,123.0
67638,793,54,-93,10360,-25410,-47810,124.0
67653,646,86,-95,11550,-22400,-43610,122.0
67668,477,86,-36,13580,-17080,-41300,118.0
67683,397,91,-1,14560,-14560,-36680,118.0
67693,356,102,13,15540,-14210,-34090,121.0
67708,421,117,90,17360,-14280,-31220,120.0
67723,475,106,171,19670,-17990,-26040,120.0
67733,569,145,136,21070,-19950,-22750,122.0
67752,779,213,183,24360,-24780,-14350,124.0
67767,823,250,136,25130,-25900,-10360,117.0
67782,846,304,165,24710,-28840,-1540,117.0
67792,917,294,163,23660,-30310,-560,119.0
67807,1096,262,59,21490,-30940,5670,122.0
67822,1094,270,127,17920,-26530,9240,124.0
67837,1134,330,71,14840,-23590,14630,124.0
67847,1144,325,13,490,-20370,15820,121.0
67862,1179,370,84,-10500,-18060,15960,121.0
67877,1220,372,69,-32760,-12670,17220,121.0
67887,1232,388,47,-43610,-9450,17570,120.0
67902,1199,379,54,-54250,-5740,17710,117.0
67917,1563,-1630,-1422,18830,-10570,34370,117.0
67927,1998,-675,1470,134890,16940,62090,113.0
67942,597,817,-218,131390,12530,59430,117.0
67957,304,27,279,134260,23310,53690,117.0
67967,726,654,-329,135590,13300,43890,111.0
67982,1119,-16,-195,131460,20930,42000,106.0
67997,1220,-205,-185,121590,21000,42140,106.0
