t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm,event
85,1017,67,8,1540,-980,2100,110.0,0
101,1018,64,5,1470,-910,2380,110.0,0
116,1017,50,13,1470,-770,2380,109.0,0
131,1014,45,27,1470,-980,2100,111.0,0
146,1016,59,10,1610,-1050,2030,110.0,0
161,1016,54,17,1610,-1120,2030,110.0,0
171,1017,54,11,1610,-1120,1960,110.0,0
186,1018,61,9,1610,-1120,2030,113.0,0
201,1018,55,5,1540,-910,1960,113.0,0
211,1017,59,10,1540,-910,1890,111.0,0
226,1016,54,17,1540,-840,1890,112.0,0
241,1018,62,5,1470,-910,1890,112.0,0
251,1017,58,10,1470,-770,1960,111.0,0
270,1017,55,6,1540,-700,1960,110.0,0
285,1017,54,12,1540,-560,1820,110.0,0
300,1018,58,7,1470,-630,1890,110.0,0
310,1018,54,4,1470,-490,1820,112.0,0
325,1018,62,14,1540,-350,1960,111.0,0
340,1019,72,15,1540,-280,2100,111.0,0
350,1016,72,19,1610,-280,2380,111.0,0
365,1018,61,10,1540,-280,2800,109.0,0
380,1017,56,16,1540,-210,2870,109.0,0
390,1018,59,10,1540,-280,2800,114.0,0
405,1015,48,26,1540,-280,2660,112.0,0
420,1014,57,25,1610,-630,2520,112.0,0
430,1016,54,15,1610,-630,2450,110.0,0
445,1016,59,18,1610,-700,2450,111.0,0
460,1018,63,12,1470,-700,2520,111.0,0
470,1018,59,19,1540,-630,2590,114.0,0
485,1018,63,6,1470,-630,2660,111.0,0
500,1015,44,19,1470,-420,2660,111.0,0
510,1015,49,25,1540,-420,2520,111.0,0
531,1017,55,11,1610,-560,2380,111.0,0
546,1018,63,-18,1190,-770,2240,112.0,0
561,1026,90,0,1610,-350,2450,110.0,0
576,1006,35,24,1540,-630,2310,110.0,0
586,1016,74,11,1820,-770,2170,112.0,0
601,1015,45,7,1330,-350,2170,111.0,0
616,1020,75,16,1470,-490,2380,111.0,0
626,1021,62,10,1470,-420,2660,109.0,0
641,1019,67,8,1540,-140,3010,114.0,0
