t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm,event
31928,1072,396,-344,39620,-4550,12040,110.0,0
31943,1058,-21,196,-1890,1820,10710,110.0,0
31953,1033,1,-283,5040,-490,7980,110.0,0
31968,1031,-24,-49,910,4060,5460,109.0,0
31983,991,-36,23,2100,3920,3990,109.0,0
31996,1015,-58,51,980,3010,280,108.0,0
32011,1011,13,20,910,1960,-980,107.0,0
32026,1009,22,13,840,840,-1610,110.0,0
32041,1029,7,-37,1470,840,-1680,110.0,0
32051,1022,75,-23,2030,1330,-1750,112.0,0
32066,1021,63,-5,1470,1680,-1470,108.0,0
32081,1018,106,-5,1470,1890,-910,108.0,0
32091,1013,91,2,1260,2030,-280,108.0,0
32106,1018,106,6,1400,2100,1330,113.0,0
32121,1015,79,15,1260,2170,2730,113.0,0
32131,1013,100,14,1400,1890,3360,108.0,0
32146,1023,69,18,1260,1960,3850,109.0,0
32161,1005,40,76,1610,1190,3990,109.0,0
32171,1010,39,28,1610,700,3920,111.0,0
32186,1023,73,72,1680,210,4060,109.0,0
32205,1004,24,44,1540,-1400,4200,110.0,0
32220,1010,32,69,1750,-2520,3640,110.0,0
32230,1010,62,52,1680,-3220,3640,111.0,0
32245,1012,16,38,1610,-3850,3500,112.0,0
32264,1013,68,59,1960,-5110,2660,110.0,0
32279,1006,52,25,1680,-6580,3010,110.0,0
32289,1023,42,-54,1680,-6720,3010,107.0,0
32304,1027,20,-21,1610,-5950,2660,110.0,0
32319,1029,75,-25,1890,-5880,2660,111.0,0
32334,1021,51,-27,1890,-4900,3010,111.0,0
32344,1020,35,-42,1890,-4200,2870,107.0,0
32359,1026,51,-42,1680,-3220,2940,113.0,0
32374,1019,47,-16,1610,-2030,3010,113.0,0
32384,1018,46,-13,1470,-1750,2870,107.0,0
32399,1017,35,-15,1540,-1470,2450,109.0,0
32414,1017,45,-10,1540,-1050,2380,109.0,0
32424,1017,31,-9,1470,-910,2240,109.0,0
32439,1014,17,2,1470,-770,1470,108.0,0
32454,1015,30,-4,1470,-770,980,108.0,0
32464,1018,50,-6,1400,-630,770,109.0,0
32479,1019,60,18,1400,-770,910,108.0,0
32494,1016,49,0,1470,-770,910,108.0,0
32504,1014,47,45,1610,-840,980,107.0,0
32521,1020,10,-62,1610,-1750,980,110.0,0
32536,1019,40,-16,1540,-630,420,108.0,0
32551,1020,48,-19,1610,-840,700,108.0,0
32561,1021,68,11,1610,-560,840,108.0,0
32576,1017,60,-17,1610,-350,1190,108.0,0
32591,1018,25,-25,1540,-70,490,108.0,0
32601,1022,30,-18,1540,420,490,110.0,0
32616,1007,133,78,1750,-140,1330,107.0,0
32631,1010,42,35,1330,-1750,2240,107.0,0
32641,1016,51,21,1820,-2170,2520,109.0,0
32656,1018,6,-30,1750,-2730,2800,108.0,0
32671,1015,24,37,2310,-2870,2310,108.0,0
32681,1010,104,-6,2380,-3990,2660,108.0,0
32696,1020,71,-15,2310,-3920,2870,109.0,0
32711,1021,71,-9,2030,-3640,3430,109.0,0
32721,1021,66,-33,1680,-3430,3710,110.0,0
32736,1019,24,-40,1470,-2870,3430,109.0,0
32751,1020,-20,-55,1400,-1750,2520,109.0,0
32761,1016,-20,-42,1470,-910,1260,109.0,0
32780,1020,32,-16,1330,70,-560,108.0,0
32795,1020,20,-25,980,910,-1470,108.0,0
32810,1028,27,-73,1050,1750,-1890,108.0,0
32820,1035,-26,-79,1050,2870,-2450,107.0,0
32835,1048,68,41,2450,4060,-1260,109.0,0
32850,992,121,137,1190,3150,420,109.0,0
32860,1019,-46,14,1190,1750,980,110.0,0
32875,1003,88,120,5810,2030,1330,110.0,0
32890,1015,33,40,6930,840,2100,110.0,0
32900,1013,67,3,8540,700,2660,109.0,0
32915,1011,91,7,7490,-70,3080,112.0,0
32930,1011,71,-10,910,-1190,2660,109.0,0
32945,1009,15,54,1890,-1190,2450,109.0,0
32955,1016,38,22,1610,-1960,1890,108.0,0
32970,1010,15,22,1470,-2660,1400,108.0,0
