t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm
88,1016,50,-32,1890,-3360,770,104.0
104,1021,51,-37,2170,-2870,700,104.0
119,1021,55,-69,1960,-1890,1330,101.0
134,1019,41,-46,2030,-1120,1470,100.0
149,1019,53,-51,2030,70,1680,101.0
164,1017,50,-27,1960,770,1890,101.0
174,1018,49,-33,2030,910,1890,98.0
189,1015,53,-16,2030,840,2030,102.0
204,1014,52,-14,2170,700,2380,102.0
214,1013,52,-6,2170,490,2450,101.0
229,1011,52,0,2170,210,2590,101.0
244,1011,48,-7,2240,-350,2800,101.0
254,1012,40,-4,2310,-560,2870,102.0
273,1009,42,5,2310,-1190,2800,102.0
288,1009,32,1,2240,-1470,2450,103.0
303,1016,37,-22,2240,-1820,2240,103.0
313,1015,34,-27,2240,-1610,2030,100.0
328,1013,49,-13,2170,-1540,1750,101.0
343,1013,40,-11,2170,-1610,1680,101.0
353,1016,35,-30,2100,-1610,1610,101.0
368,1018,42,-26,2100,-1050,1260,101.0
383,1014,37,-13,2100,-840,1190,101.0
393,1013,30,-8,2100,-910,980,102.0
408,1014,42,-8,1960,-980,420,103.0
423,1016,44,-17,1750,-1120,140,103.0
433,1012,44,-4,1610,-1190,140,102.0
448,1014,59,-7,1610,-1330,210,103.0
463,1010,31,-7,2030,-1470,140,103.0
473,1011,42,-2,2030,-1610,0,102.0
488,1017,57,-24,2030,-1540,140,100.0
503,1015,50,-16,2030,-1260,280,104.0
518,1012,61,0,2030,-1190,700,104.0
533,1014,65,-6,1820,-1820,910,101.0
548,1009,60,10,2100,-2380,1470,101.0
563,1013,44,-5,2170,-2730,1400,102.0
578,1015,47,-17,2310,-2730,1260,102.0
588,1016,52,-18,2240,-2660,1190,101.0
603,1017,56,-25,2310,-2380,1190,101.0
618,1022,52,-35,2310,-1610,1190,101.0
628,1018,52,-24,2310,-1190,1260,103.0
643,1015,34,-15,2240,-1050,840,100.0
658,1019,42,-37,2170,-630,280,100.0
668,1020,22,-30,2030,-210,-70,102.0
683,1017,16,-18,2030,210,-1190,104.0
698,1015,54,-20,2030,280,-1400,104.0
708,1011,46,6,2030,350,-1470,101.0
723,1013,48,3,2170,-350,-1470,102.0
738,1007,76,7,2240,-630,-1260,102.0
748,1008,95,13,2240,-910,-700,101.0
763,1010,78,34,2240,-1750,210,101.0
778,1001,83,34,2240,-2450,980,101.0
791,1007,76,30,2240,-3920,1470,99.0
806,1000,78,38,2240,-4760,2380,102.0
821,1019,97,-23,2520,-5880,3080,102.0
836,1019,66,-23,2450,-5390,3990,102.0
846,1018,66,-22,2730,-5110,4130,102.0
861,1028,60,-74,2660,-4200,4410,102.0
876,1023,36,-43,2450,-2450,4200,102.0
886,1021,60,-44,2380,-1820,4130,101.0
901,1016,57,-19,2310,-1470,4060,102.0
916,1020,51,-15,2170,-1050,3920,102.0
926,1015,50,-15,2170,-980,3780,101.0
941,1014,41,-5,2170,-910,3430,101.0
956,1011,34,0,2100,-1190,3080,101.0
971,1013,42,5,2100,-1820,2520,101.0
981,1010,43,5,2240,-2170,2380,101.0
996,1010,51,6,2240,-2590,2240,102.0
1011,1012,58,9,2310,-3430,2380,102.0
1033,1014,65,-5,2380,-3780,2520,103.0
1052,1016,51,-17,2380,-3710,2590,103.0
1067,1023,60,-60,2310,-2590,2730,103.0
1082,1020,60,-41,2100,-1960,3010,101.0
1097,1023,59,-40,2100,-980,3500,102.0
1112,1017,70,-17,2170,-770,4130,102.0
1122,1017,85,-17,2310,-770,4620,99.0
1137,1018,64,13,2450,-910,5880,99.0
1152,1012,82,9,2660,-1400,6930,99.0
1162,1008,67,16,2590,-1890,7350,100.0
1177,1008,75,14,2940,-3220,7840,104.0
1192,1016,75,3,3150,-3990,8960,104.0
1202,1023,96,-15,3360,-4060,9660,103.0
1217,1044,97,-40,3780,-4130,10360,102.0
1232,1039,104,-21,5390,-4200,11410,100.0
1247,1035,129,40,5390,-3920,12110,100.0
1257,1028,106,34,5040,-4550,13020,103.0
1272,1013,79,41,210,-5950,14490,104.0
1287,999,-48,-19,1260,-6860,15120,104.0
1302,1018,59,-13,6230,-9240,15120,102.0
1317,1037,121,-48,560,-7700,16100,104.0
1332,1039,55,-119,1120,-6580,17010,106.0
1347,1042,99,-83,4830,-5180,19390,106.0
1357,1039,115,22,6580,-5390,20930,105.0
1372,1051,117,-7,10430,-6510,22540,104.0
1387,1048,111,14,21070,-9100,26530,104.0
1397,1027,118,21,25690,-10430,28560,102.0
1412,1041,130,-25,28910,-12250,32830,107.0
1427,1042,134,-7,31150,-12600,34930,107.0
1437,1042,118,-11,31220,-13020,37030,107.0
1452,1027,118,9,29680,-13230,41720,106.0
1467,1069,-63,132,26320,-13160,44800,106.0
1477,867,85,90,25690,-14210,45010,105.0
1492,1044,-2,104,23660,-17570,47740,109.0
1507,1138,-31,118,19040,-17290,45220,109.0
1517,1016,191,106,16310,-17710,42630,107.0
1532,1083,181,111,9660,-16030,40880,113.0
1547,1172,137,51,6300,-14140,35980,113.0
1560,1219,153,82,980,-13160,33600,112.0
1575,1245,147,57,-840,-12040,28980,114.0
1590,1221,120,47,-2240,-9100,26670,115.0
1605,1199,107,49,700,-5740,21490,115.0
1615,1180,94,32,3710,-3710,18830,117.0
1630,1108,60,10,7560,-1540,15890,122.0
1645,1064,78,-17,16800,3780,10290,122.0
1655,1013,49,-33,21700,6720,7350,125.0
1670,930,42,-45,26600,9800,4410,124.0
1685,897,45,-52,34860,16170,-1330,124.0
1695,856,33,-49,38080,19320,-4130,128.0
1710,851,24,-26,40530,24500,-10290,128.0
1725,848,15,-8,42840,26390,-13650,128.0
1735,855,-2,10,42840,27930,-17150,130.0
1750,862,6,23,40810,29960,-24290,129.0
1765,857,-11,51,38710,30590,-28000,128.0
1780,874,-14,72,32760,30660,-35630,128.0
1790,890,-10,75,29470,30240,-39270,126.0
1805,920,-17,78,26040,29750,-46130,126.0
1822,998,-18,81,19320,28350,-49490,126.0
1832,997,-30,154,15820,27440,-52710,129.0
1847,988,-18,116,9170,24220,-59010,125.0
1862,989,-14,126,6160,22820,-61460,125.0
1872,997,-7,108,3640,21420,-65660,121.0
1887,987,2,89,350,19110,-67130,122.0
1902,996,8,92,-140,17500,-69090,122.0
1912,1014,7,85,-140,16870,-69510,123.0
1927,1044,29,87,1820,16310,-69580,119.0
1942,1054,38,82,5530,14910,-68530,117.0
1957,1045,49,85,7840,14210,-67760,117.0
1967,1039,61,64,10220,13510,-66710,118.0
1982,1035,74,55,14700,12880,-63840,119.0
1997,1029,77,55,16800,12670,-60690,119.0
2007,1023,79,62,18550,12390,-59080,119.0
2022,1006,83,79,21910,11340,-57330,120.0
2043,1013,83,97,25200,9380,-53900,116.0
2058,1024,79,85,29190,6930,-50540,116.0
2073,1016,77,82,31080,5950,-49140,115.0
2088,1015,75,76,34440,3850,-46410,119.0
2103,1039,76,77,36330,3010,-43470,119.0
2118,1026,76,62,40740,1400,-41930,119.0
2128,1012,77,60,42560,770,-40600,111.0
2143,1000,85,49,45220,70,-37940,106.0
2158,994,100,45,45850,-210,-36470,119.0
2173,995,106,46,46340,-560,-33390,119.0
2183,995,109,53,46480,-770,-31780,121.0
2198,985,111,51,46550,-1120,-30170,124.0
2213,975,119,54,46550,-1890,-26880,124.0
2223,976,117,60,46340,-2310,-25340,121.0
2238,990,123,65,46270,-3430,-22050,124.0
2253,995,134,64,46200,-4060,-20300,124.0
2263,997,134,58,46130,-4550,-18550,120.0
2278,994,128,60,45780,-5250,-15050,120.0
