t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm
71,1002,-90,-149,2520,-1120,2030,107.0
85,1000,-99,-141,1960,-1050,2030,107.0
99,1006,-61,-137,1820,-1260,2100,110.0
112,1003,-103,-159,1610,-1260,2170,109.0
125,998,-114,-148,2450,-1540,2310,109.0
135,1001,-82,-144,2870,-1610,2310,106.0
148,997,-109,-150,3500,-1680,2380,106.0
158,998,-105,-157,4200,-1820,2240,106.0
171,1003,-94,-155,4830,-1820,2240,106.0
184,1004,-99,-154,5250,-1890,2310,106.0
194,999,-99,-158,5320,-1960,2310,105.0
207,999,-95,-153,5180,-1820,2310,105.0
217,998,-109,-148,4620,-1750,2310,107.0
230,998,-115,-144,3570,-1680,2170,106.0
243,1000,-101,-149,2660,-1540,2170,106.0
253,995,-121,-148,1890,-1400,2170,103.0
266,999,-99,-147,1680,-1400,2030,103.0
276,1003,-89,-150,1330,-1330,2030,106.0
289,999,-106,-157,1400,-1330,2100,107.0
302,1001,-94,-160,1820,-1330,2030,107.0
312,999,-104,-154,2100,-1330,1960,107.0
325,998,-105,-150,2450,-1400,1890,107.0
335,999,-105,-146,2520,-1470,1820,106.0
348,1002,-102,-143,2310,-1540,1820,106.0
361,997,-105,-148,2100,-1610,1750,106.0
371,999,-97,-149,1960,-1610,1820,104.0
384,1003,-90,-145,1400,-1610,1960,104.0
394,1003,-98,-147,1400,-1610,1890,103.0
407,1000,-92,-156,1330,-1610,1960,106.0
420,1002,-95,-150,1120,-1540,2100,106.0
430,997,-111,-151,910,-1540,1960,105.0
443,995,-115,-149,420,-1470,1960,105.0
453,1003,-91,-132,-70,-1400,1960,107.0
466,990,-129,-168,-350,-1260,1750,104.0
479,1007,-70,-162,0,-1190,1750,104.0
489,1001,-90,-151,-490,-980,1750,105.0
502,991,-105,-164,-210,-1120,1540,105.0
512,1002,-94,-163,-350,-980,1330,109.0
525,999,-120,-155,-770,-630,1330,108.0
538,997,-102,-149,-1470,-490,1120,108.0
548,999,-94,-152,-2030,-420,1260,106.0
561,1000,-96,-136,-2450,-420,1260,106.0
571,1001,-91,-149,-2730,-490,1260,106.0
584,1000,-94,-153,-2870,-490,1400,108.0
597,998,-91,-153,-2310,-630,1400,108.0
607,1002,-91,-156,-1680,-700,1470,107.0
620,1002,-90,-154,-980,-770,1610,107.0
630,997,-102,-157,-140,-910,1540,104.0
643,1001,-90,-153,1540,-1120,1610,105.0
656,1000,-96,-149,2030,-1260,1750,105.0
666,999,-97,-150,2450,-1400,1750,107.0
679,1001,-89,-146,2660,-1470,1750,107.0
689,1002,-92,-144,2520,-1470,1820,108.0
702,1001,-94,-146,1820,-1610,1960,108.0
715,1000,-93,-151,1330,-1540,2030,108.0
725,1000,-94,-147,770,-1470,2170,107.0
738,1002,-92,-149,420,-1400,2240,107.0
748,1001,-93,-155,70,-1330,2380,106.0
761,1000,-92,-152,-70,-1330,2380,106.0
774,1000,-94,-156,70,-1330,2380,106.0
784,999,-98,-157,280,-1260,2450,107.0
797,1000,-98,-154,910,-1260,2450,107.0
807,1001,-94,-155,1190,-1260,2380,105.0
820,999,-100,-155,1470,-1260,2380,107.0
833,999,-98,-152,1750,-1260,2310,107.0
843,1001,-91,-150,1820,-1260,2380,107.0
856,1001,-93,-148,1750,-1260,2450,107.0
866,1000,-98,-149,1680,-1330,2450,106.0
879,1001,-94,-151,1470,-1330,2450,108.0
892,1000,-97,-148,1330,-1330,2520,108.0
902,1001,-96,-150,1260,-1330,2520,105.0
915,999,-99,-153,1190,-1330,2520,105.0
925,1001,-99,-151,1120,-1260,2520,107.0
938,1001,-94,-152,1120,-1330,2520,105.0
951,1001,-97,-151,1330,-1260,2450,105.0
961,997,-102,-157,1680,-1260,2450,106.0
974,1000,-98,-152,1890,-1260,2380,106.0
984,1001,-97,-153,2030,-1190,2380,106.0
997,999,-101,-152,2100,-1190,2310,105.0
1010,1000,-102,-153,1820,-1120,2240,105.0
1039,1001,-102,-143,630,-1050,2240,102.0
1053,998,-106,-152,420,-1120,2240,102.0
1066,999,-101,-154,350,-1050,2100,108.0
1081,1000,-101,-152,420,-1120,2030,107.0
1095,1000,-98,-152,630,-1120,2030,107.0
1105,1002,-93,-151,700,-1190,2030,109.0
1118,999,-99,-149,910,-1190,2030,109.0
1128,1001,-95,-149,1120,-1260,2030,105.0
1141,999,-97,-149,1330,-1330,2030,105.0
1154,999,-98,-148,1540,-1400,2100,105.0
1164,1001,-95,-148,1610,-1540,2100,107.0
1177,1000,-97,-150,1540,-1540,2100,107.0
1187,1000,-97,-152,1470,-1540,2170,107.0
1200,1000,-99,-151,1330,-1540,2170,108.0
1213,1000,-100,-154,1330,-1470,2170,108.0
1223,998,-102,-156,1400,-1470,2170,106.0
1236,999,-100,-155,1470,-1400,2100,106.0
1246,999,-96,-156,1680,-1400,2100,107.0
1259,1000,-97,-156,1820,-1330,2100,106.0
1272,1000,-98,-153,1890,-1260,2030,106.0
1282,1000,-94,-152,1820,-1260,2100,106.0
1295,1000,-96,-150,1750,-1260,2170,106.0
1305,998,-101,-150,1610,-1260,2170,106.0
1318,999,-93,-145,1330,-1260,2170,105.0
1331,1000,-97,-150,1190,-1260,2170,105.0
1341,998,-101,-153,1190,-1330,2170,105.0
1354,1000,-97,-154,1540,-1330,2170,105.0
1364,1002,-94,-155,1610,-1330,2240,105.0
1377,1000,-101,-150,1750,-1330,2240,106.0
1390,1000,-96,-155,1890,-1400,2240,106.0
1400,999,-99,-153,1820,-1400,2240,107.0
1413,1000,-101,-148,1890,-1400,2240,107.0
