t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm
30056,993,171,-183,140,1330,29330,109.0
30163,995,139,-193,1120,4340,30660,109.0
30197,1000,108,-230,9450,13160,34090,108.0
30212,1044,66,-358,3710,15400,34440,108.0
30227,1080,-63,-320,-10430,20300,34440,105.0
30242,1151,219,-170,-3710,24500,32760,104.0
30257,1076,112,-200,-18270,32270,32690,106.0
30272,976,-73,-210,-24850,34720,31920,106.0
30282,1017,25,-151,-30800,37380,30870,106.0
30297,1050,-72,61,-48440,42140,29890,105.0
30312,1236,326,-180,-47180,42630,27090,105.0
30322,1281,766,-680,-29610,44520,26880,106.0
30337,1162,22,437,-64890,47810,27790,106.0
30352,1067,143,155,-99750,50960,28700,106.0
30362,1025,392,49,-115430,51660,29260,112.0
30377,1155,405,104,-125650,50820,29260,112.0
30392,1195,483,91,-134120,49140,29890,112.0
30402,929,457,275,-136220,45290,29610,115.0
30417,1481,390,339,-138040,41440,29260,113.0
30434,1265,331,257,-132370,31850,29540,113.0
30444,1237,266,241,-124180,27580,29050,121.0
30459,1207,201,254,-94010,20580,26250,120.0
30474,1084,173,249,-69020,17850,25830,126.0
30489,1021,97,218,-6580,14000,24430,126.0
30499,923,128,209,25060,11970,23030,132.0
30514,877,189,240,51800,7630,20300,140.0
30529,804,255,156,83370,4900,19460,140.0
30539,760,250,86,87920,3780,17150,140.0
30554,694,426,199,77280,2030,13650,140.0
30569,613,305,53,67760,1400,12390,140.0
30579,621,330,101,58450,1190,10850,142.0
30594,647,282,124,39620,-280,7350,146.0
30609,676,176,179,30380,-1820,1330,146.0
30619,723,126,206,21560,-4690,-2450,139.0
30634,836,-4,230,11690,-11900,-6580,146.0
30649,869,-91,249,11830,-20160,-16730,146.0
30659,909,-123,230,19180,-24500,-22120,143.0
30674,954,-146,171,26250,-29190,-26670,142.0
30693,934,-160,80,43750,-33530,-36120,134.0
30708,928,-132,38,57260,-35000,-44660,134.0
30718,914,-125,8,60550,-35000,-48440,138.0
30733,890,-35,4,61670,-34720,-51450,133.0
30748,899,-44,-111,60410,-33670,-56070,133.0
30758,909,-1,-71,58100,-30940,-58310,136.0
30773,884,-23,-56,54740,-29050,-62160,133.0
30788,888,-8,-103,48090,-24150,-63700,133.0
30803,886,-2,-91,42350,-19110,-66080,133.0
30813,919,12,-119,40180,-16030,-66640,129.0
30828,988,10,-106,38430,-12950,-66990,128.0
30843,1031,-5,-94,34930,-6860,-68320,128.0
30853,1084,-10,-58,32900,-4270,-69300,125.0
30868,1170,37,-24,30870,-2170,-70280,123.0
30883,1200,134,-9,26110,420,-70140,123.0
30893,1273,18,0,20720,1540,-69510,121.0
30908,1314,123,152,13230,70,-69860,123.0
30923,1342,159,199,-7280,-700,-69580,123.0
30933,1344,55,159,-19390,-3430,-70000,120.0
30950,1357,163,155,-41860,-8610,-70280,123.0
30965,1449,194,111,-50190,-10290,-66710,123.0
30975,1451,159,148,-56070,-12670,-64680,129.0
30990,1408,146,69,-59990,-14000,-62440,133.0
31005,1332,238,150,-56210,-16100,-55650,127.0
31020,1263,132,67,-53900,-16660,-52990,127.0
31030,1225,50,39,-51730,-16870,-50820,134.0
