t_ms,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps,dist_mm
150485,1291,-291,-903,85820,16380,52080,119.0
150603,893,307,-152,79590,19810,51030,119.0
150618,992,88,-369,46270,20230,51520,109.0
150633,1017,-6,-389,24710,23590,48860,108.0
150648,1049,-118,-181,14210,24430,46550,108.0
150663,1058,-164,-150,-4760,22470,39830,108.0
150673,1013,-53,-63,-14140,20510,36400,104.0
150688,1053,-136,88,-22470,17430,32830,106.0
150703,1039,-72,136,-33460,9100,26320,106.0
150717,1040,-117,227,-34300,4900,23030,105.0
150732,1038,-141,194,-25620,-3220,16100,106.0
150747,1021,-81,183,-17500,-8890,9030,105.0
150762,1053,-134,40,-4060,-10920,5740,105.0
150772,1038,-92,-29,140,-12250,2660,106.0
150787,1044,-34,-25,2100,-14490,-1820,105.0
150802,1013,-9,-37,1330,-16310,-3570,105.0
150812,1005,64,-24,490,-17990,-5110,105.0
150827,1005,66,-123,-1540,-19250,-6790,107.0
150842,984,110,-186,-3710,-19460,-7490,107.0
150852,995,96,-304,-6650,-19040,-7210,106.0
150879,973,204,-262,-20090,-14980,-4760,104.0
150894,974,212,-243,-27580,-13160,-2170,108.0
150909,974,238,-200,-29400,-11970,-560,105.0
150924,979,185,-232,-30800,-10080,2380,105.0
150934,993,171,-210,-28910,-8540,3570,106.0
150949,1000,161,-172,-24780,-4340,5880,104.0
150964,989,168,-155,-8820,-1680,7000,107.0
150983,978,194,-142,10290,2940,9030,107.0
150993,973,196,-177,16730,4550,10080,103.0
151008,989,177,-194,20720,6790,12600,103.0
151023,985,192,-234,18760,7490,14000,105.0
151038,990,172,-201,11200,9030,16590,105.0
151048,987,146,-175,6230,9170,17570,106.0
151063,997,124,-138,1680,8820,18690,104.0
151078,992,128,-74,-3920,7560,19180,104.0
151088,983,121,-89,-4410,6790,19600,104.0
151103,979,130,-58,-2800,6090,20440,104.0
151118,998,90,-83,3500,6020,20720,104.0
151128,991,98,-29,7630,6230,21140,103.0
151143,998,81,-94,11830,5600,21700,100.0
151158,997,100,-57,11270,5110,22120,100.0
151168,1001,93,-68,8330,3850,22750,102.0
151183,997,146,-70,3080,1890,24850,101.0
151198,984,145,-103,2380,1400,27720,101.0
151208,980,157,-104,3780,1750,29680,102.0
151223,1055,-29,-187,4760,2520,31360,101.0
151242,1039,-108,-234,-6930,3500,31220,99.0
151257,1059,-166,-79,-6230,5670,26180,99.0
151267,1057,-239,-176,-3500,7210,22120,101.0
151282,1030,-225,-179,-1610,8610,17990,101.0
151297,1021,-191,-229,1050,12180,10010,101.0
151307,1005,-154,-256,1820,14700,6650,97.0
151322,1010,-102,-242,1820,17290,3920,101.0
151337,1008,-19,-284,1680,23030,700,101.0
151347,1013,33,-206,1610,25830,350,99.0
151362,1009,42,-252,1260,30660,1610,100.0
151377,1018,102,-205,980,33250,3220,100.0
151387,1011,113,-215,980,35490,5180,99.0
151402,1012,109,-219,1540,40250,9310,101.0
